,timestamp,temp,rhum,prcp,wspd,pres,wdir,season
89,1619341200.0,8.8,nan%,,,,,Spring
90,1674676800.0,4.0,100.0%,1.2,13.0,1028.4,300.0,Winter
91,1684843200.0,16.1,53.0%,0.0,16.7,1027.0,24.0,Spring
92,1653872400.0,8.6,89.0%,0.0,,,,Spring
93,1623369600.0,14.7,95.0%,0.0,,,,Spring
94,1659502800.0,17.7,90.0%,0.0,14.8,1013.9,222.0,Summer
95,1657346400.0,16.7,77.0%,0.0,,,,Summer
96,1628650800.0,11.9,95.0%,0.0,7.4,1017.9,243.0,Summer
97,1638147600.0,-1.4,94.0%,0.0,14.8,1011.2,326.0,Autumn
98,1636808400.0,12.0,83.0%,0.0,16.7,1016.3,325.0,Autumn
99,1682881200.0,12.0,nan%,,7.4,1018.9,187.0,Spring
100,1687006800.0,24.0,43.0%,0.0,13.0,1013.3,123.0,Spring
101,1681005600.0,5.1,93.0%,0.0,7.4,1024.8,104.0,Spring
102,1664226000.0,9.4,83.0%,0.0,,,,Autumn
103,1696356000.0,13.7,74.0%,0.0,14.8,1024.2,245.0,Autumn
104,1644717600.0,6.3,88.0%,0.0,20.4,1012.1,202.0,Winter
105,1663282800.0,10.6,81.0%,0.0,9.3,1015.6,318.0,Summer
106,1661119200.0,15.2,83.0%,0.0,9.3,1015.7,218.0,Summer
107,1691308800.0,14.2,70.0%,0.0,24.1,1016.5,317.0,Summer
108,1659582000.0,14.4,85.0%,0.0,7.4,1014.4,285.0,Summer
109,1694361600.0,27.2,53.0%,0.0,11.1,1013.2,190.0,Summer
110,1658001600.0,18.7,63.0%,0.0,11.1,1025.9,157.0,Summer
111,1672236000.0,10.3,92.0%,0.2,35.2,998.3,206.0,Winter
112,1624993200.0,14.2,88.0%,0.0,13.0,1016.4,5.0,Summer
113,1680548400.0,4.9,68.0%,0.0,11.1,1029.6,78.0,Spring
114,1626685200.0,25.8,57.0%,0.0,5.5,1021.7,314.0,Summer
115,1675382400.0,7.6,87.0%,0.0,20.4,1028.5,254.0,Winter
116,1625212800.0,18.6,72.0%,0.2,7.4,1016.8,194.0,Summer
117,1641970800.0,1.9,100.0%,0.0,7.4,1040.2,349.0,Winter
118,1696024800.0,11.6,nan%,,5.5,1025.2,215.0,Autumn
119,1664726400.0,14.8,nan%,,,,,Autumn
120,1670191200.0,3.1,92.0%,0.0,13.0,1019.2,26.0,Autumn
121,1675072800.0,6.3,82.0%,0.0,16.7,1024.4,291.0,Winter
122,1692637200.0,21.5,58.0%,0.0,16.7,1020.9,228.0,Summer
123,1665280800.0,7.6,90.0%,0.0,7.4,1022.6,157.0,Autumn
124,1649584800.0,10.4,50.0%,0.0,9.3,1019.7,183.0,Spring
125,1618387200.0,7.0,nan%,,7.4,1033.5,45.0,Spring
126,1660885200.0,17.4,90.0%,1.0,11.1,1013.6,255.0,Summer
127,1623942000.0,20.1,81.0%,1.2,13.0,1010.8,14.0,Spring
128,1674342000.0,-1.1,90.0%,0.0,5.5,1035.5,37.0,Winter
129,1659466800.0,22.1,69.0%,0.0,18.5,1013.9,233.0,Summer
130,1630447200.0,12.1,89.0%,0.0,13.0,1031.2,10.0,Summer
131,1648645200.0,8.9,76.0%,0.0,11.1,1004.9,14.0,Spring
132,1635080400.0,13.4,76.0%,0.0,,,,Autumn
133,1657720800.0,27.0,36.0%,0.0,16.7,1021.2,315.0,Summer
134,1649692800.0,13.6,nan%,,20.4,1007.1,115.0,Spring
135,1641780000.0,2.4,97.0%,0.0,7.4,1011.6,223.0,Winter
136,1661108400.0,18.0,67.0%,0.0,9.3,1015.6,207.0,Summer
137,1653836400.0,15.2,58.0%,0.3,18.5,1020.3,14.0,Spring
138,1666998000.0,11.4,93.0%,0.0,,,,Autumn
139,1672837200.0,12.6,79.0%,0.0,,,,Winter
140,1675285200.0,6.5,85.0%,0.0,20.4,1025.2,269.0,Winter
141,1638478800.0,-1.0,nan%,,9.3,1014.6,281.0,Autumn
142,1684612800.0,11.4,nan%,,14.8,1023.8,33.0,Spring
143,1689523200.0,17.9,59.0%,0.0,24.1,1011.7,241.0,Summer
144,1695096000.0,12.9,83.0%,0.0,18.5,1007.2,203.0,Summer
145,1636239600.0,11.1,88.0%,0.0,20.4,1019.6,255.0,Autumn
146,1634212800.0,15.1,73.0%,0.0,18.5,1023.3,255.0,Autumn
147,1678658400.0,10.6,91.0%,0.7,27.8,999.4,213.0,Winter
148,1630429200.0,16.1,nan%,,18.5,1029.7,26.0,Summer
149,1652428800.0,14.1,67.0%,0.0,24.1,1019.8,255.0,Spring
150,1673341200.0,6.3,93.0%,0.8,16.7,1011.1,184.0,Winter
151,1661637600.0,14.1,84.0%,0.0,7.4,1021.3,48.0,Summer
152,1650153600.0,8.2,84.0%,0.0,9.3,1028.1,100.0,Spring
153,1675810800.0,0.2,93.0%,0.0,,,,Winter
154,1665306000.0,13.6,nan%,,13.0,1019.4,169.0,Autumn
155,1696636800.0,15.2,88.0%,0.0,,,,Autumn
156,1627401600.0,18.1,80.0%,0.2,14.8,1007.5,202.0,Summer
157,1634461200.0,13.2,91.0%,0.0,,,,Autumn
158,1679464800.0,10.0,86.0%,0.4,,,,Spring
159,1640674800.0,9.5,nan%,,22.2,987.6,244.0,Winter
160,1654999200.0,14.0,72.0%,0.0,18.4,1023.0,260.0,Spring
161,1646172000.0,6.6,100.0%,0.6,14.8,1024.8,77.0,Winter
162,1693224000.0,18.0,58.0%,0.0,14.8,1014.3,323.0,Summer
163,1678665600.0,11.2,91.0%,0.0,,,,Winter
164,1660374000.0,22.3,59.0%,0.0,,,,Summer
165,1636246800.0,10.5,87.0%,0.0,18.5,1019.8,266.0,Autumn
166,1643832000.0,7.5,90.0%,0.0,11.1,1021.8,225.0,Winter
167,1680980400.0,8.2,75.0%,0.0,,,,Spring
168,1629018000.0,19.7,72.0%,0.1,18.5,1013.9,247.0,Summer
169,1691550000.0,11.4,94.0%,0.0,5.5,1016.0,288.0,Summer
170,1685959200.0,15.3,nan%,,16.7,1024.7,43.0,Spring
171,1624654800.0,13.4,nan%,,,,,Summer
172,1636362000.0,6.0,90.0%,0.0,7.4,1024.5,232.0,Autumn
173,1671253200.0,-2.9,96.0%,0.0,7.4,1021.6,185.0,Autumn
174,1652889600.0,20.0,46.0%,0.0,13.0,1017.9,167.0,Spring
175,1663167600.0,19.8,60.0%,0.0,13.0,1006.2,347.0,Summer
176,1650229200.0,10.1,65.0%,0.0,5.5,1017.8,159.0,Spring
177,1647028800.0,8.7,90.0%,0.0,16.7,1004.0,170.0,Winter
178,1627707600.0,13.1,91.0%,0.0,13.0,1008.1,268.0,Summer
179,1667044800.0,18.9,77.0%,0.0,13.0,1012.3,163.0,Autumn
180,1666422000.0,12.2,94.0%,0.0,11.1,1009.3,211.0,Autumn
181,1659218400.0,18.3,82.0%,0.0,,,,Summer
182,1654257600.0,22.0,41.0%,0.7,24.1,1018.0,90.0,Spring
183,1697590800.0,11.5,84.0%,0.0,18.5,1005.8,84.0,Autumn
184,1651377600.0,8.5,87.0%,0.0,5.5,1024.4,227.0,Spring
185,1661623200.0,18.3,nan%,,11.1,1020.1,98.0,Summer
186,1639605600.0,8.4,94.0%,0.0,7.4,1034.1,227.0,Autumn
187,1638453600.0,2.9,73.0%,0.0,24.1,1012.7,324.0,Autumn
188,1659837600.0,12.5,nan%,,3.7,1027.5,114.0,Summer
189,1671559200.0,6.6,91.0%,0.0,7.4,1009.4,203.0,Autumn
190,1689764400.0,20.3,nan%,,16.7,1014.8,291.0,Summer
191,1658646000.0,19.8,72.0%,0.0,20.4,1015.4,217.0,Summer
192,1655355600.0,14.7,79.0%,0.0,5.5,1021.4,308.0,Spring
193,1640678400.0,9.3,86.0%,0.3,,,,Winter
194,1639735200.0,5.6,94.0%,0.0,7.4,1041.8,44.0,Autumn
195,1676678400.0,11.1,89.0%,0.2,20.4,1023.3,241.0,Winter
196,1625331600.0,18.8,75.0%,0.1,16.7,1010.6,213.0,Summer
197,1636192800.0,9.4,89.0%,0.0,18.5,1026.9,238.0,Autumn
198,1676901600.0,12.0,nan%,,25.9,1023.3,261.0,Winter
199,1687172400.0,22.1,55.0%,0.0,20.4,1011.3,219.0,Spring
200,1651186800.0,6.9,85.0%,0.0,9.3,1032.5,53.0,Spring
201,1663081200.0,18.8,83.0%,0.0,11.1,1010.1,73.0,Summer
202,1636761600.0,10.6,89.0%,0.0,18.5,1009.4,261.0,Autumn
203,1694714400.0,18.0,nan%,,7.4,1018.9,174.0,Summer
204,1631725200.0,17.2,nan%,,9.3,1015.5,334.0,Summer
205,1635847200.0,7.5,88.0%,0.0,5.5,998.7,239.0,Autumn
206,1628460000.0,13.3,nan%,,13.0,1010.8,221.0,Summer
207,1624194000.0,17.6,73.0%,0.4,,,,Spring
208,1663318800.0,13.0,67.0%,0.0,18.5,1017.8,336.0,Summer
209,1670648400.0,-3.3,nan%,,5.5,1010.1,249.0,Autumn
210,1664834400.0,12.1,90.0%,0.0,9.3,1021.5,169.0,Autumn
211,1686250800.0,15.4,62.0%,0.0,16.7,1016.7,57.0,Spring
212,1672092000.0,3.4,87.0%,0.0,14.8,1021.1,237.0,Winter
213,1638831600.0,2.4,91.0%,0.0,14.8,1008.9,269.0,Autumn
214,1684587600.0,17.6,48.0%,0.0,22.2,1024.2,41.0,Spring
215,1628402400.0,14.3,nan%,,20.4,1003.0,232.0,Summer
216,1649761200.0,15.6,nan%,,,,,Spring
217,1639486800.0,11.0,95.0%,0.0,14.8,1026.9,237.0,Autumn
218,1657904400.0,22.7,42.0%,0.0,14.8,1021.7,286.0,Summer
219,1639846800.0,7.2,95.0%,0.0,11.1,1038.7,68.0,Autumn
220,1641308400.0,3.0,86.0%,0.0,18.5,1002.7,328.0,Winter
221,1672531200.0,10.8,86.0%,0.0,27.8,1003.9,224.0,Winter
222,1675396800.0,7.8,90.0%,0.0,20.4,1029.0,254.0,Winter
223,1629295200.0,19.9,65.0%,0.0,,,,Summer
224,1682352000.0,8.7,76.0%,0.2,11.1,1010.9,18.0,Spring
225,1638057600.0,1.3,79.0%,0.0,33.3,1003.3,326.0,Autumn
226,1621612800.0,10.4,80.0%,0.0,,,,Spring
227,1626681600.0,24.0,65.0%,0.0,,,,Summer
228,1646769600.0,6.7,76.0%,0.0,,,,Winter
229,1695711600.0,16.3,93.0%,0.5,14.8,1016.4,157.0,Autumn
230,1681423200.0,5.1,nan%,,9.3,1006.3,203.0,Spring
231,1652785200.0,22.1,nan%,,13.0,1018.0,172.0,Spring
232,1668560400.0,8.1,nan%,,14.8,993.8,193.0,Autumn
233,1628125200.0,12.9,92.0%,0.0,7.4,1010.6,196.0,Summer
234,1655064000.0,18.0,42.0%,0.0,22.3,1023.0,300.0,Spring
235,1656424800.0,19.3,48.0%,0.0,22.2,1016.3,203.0,Summer
236,1662397200.0,19.0,76.0%,0.0,9.3,1015.4,143.0,Summer
237,1665705600.0,10.0,97.0%,0.0,5.5,1014.1,211.0,Autumn
238,1674716400.0,2.0,97.0%,0.0,16.7,1029.7,347.0,Winter
239,1672869600.0,9.9,nan%,,,,,Winter
240,1683720000.0,15.7,64.0%,0.0,,,,Spring
241,1682539200.0,7.2,73.0%,0.0,11.1,1018.8,112.0,Spring
242,1675926000.0,2.1,92.0%,0.0,9.3,1031.1,246.0,Winter
243,1649260800.0,10.9,76.0%,0.1,29.6,993.2,246.0,Spring
244,1656352800.0,16.0,59.0%,0.0,,,,Summer
245,1666800000.0,15.9,77.0%,0.0,16.7,1014.4,215.0,Autumn
246,1685710800.0,15.5,55.0%,0.0,,,,Spring
247,1628085600.0,20.3,52.0%,0.0,11.1,1012.8,144.0,Summer
248,1624939200.0,13.2,nan%,,,,,Summer
249,1633698000.0,18.0,77.0%,0.0,5.5,1029.7,164.0,Autumn
250,1637870400.0,1.4,91.0%,0.0,11.1,1016.4,314.0,Autumn
251,1687024800.0,20.7,63.0%,0.0,13.0,1012.1,111.0,Spring
252,1623265200.0,18.9,nan%,,13.0,1021.1,238.0,Spring
253,1650697200.0,11.0,80.0%,0.0,22.2,1003.8,55.0,Spring
254,1679148000.0,10.8,85.0%,0.4,7.4,1005.9,212.0,Winter
255,1617627600.0,6.3,nan%,,,,,Spring
256,1657350000.0,18.0,70.0%,0.0,,,,Summer
257,1685343600.0,11.2,69.0%,0.0,20.4,1027.9,42.0,Spring
258,1639764000.0,7.4,95.0%,0.0,11.1,1040.4,46.0,Autumn
259,1647774000.0,8.4,nan%,,,,,Winter
260,1645866000.0,5.3,83.0%,0.0,11.1,1031.5,169.0,Winter
261,1629327600.0,14.1,87.0%,0.0,,,,Summer
262,1627470000.0,18.3,69.0%,0.1,25.9,1007.1,240.0,Summer
263,1681974000.0,8.0,69.0%,0.0,18.5,1023.3,31.0,Spring
264,1642366800.0,4.0,97.0%,0.0,11.1,1032.9,291.0,Winter
265,1631800800.0,20.7,61.0%,0.0,13.0,1017.0,241.0,Summer
266,1656068400.0,20.8,59.0%,0.0,22.2,1004.4,219.0,Summer
267,1688234400.0,19.3,53.0%,0.0,20.4,1007.5,279.0,Summer
268,1649336400.0,11.5,46.0%,0.0,,,,Spring
269,1657080000.0,11.3,88.0%,0.0,9.3,1028.0,302.0,Summer
270,1618693200.0,5.3,74.0%,0.0,5.5,1027.9,101.0,Spring
271,1688270400.0,11.1,86.0%,0.0,11.1,1011.5,263.0,Summer
272,1651190400.0,6.4,88.0%,0.0,9.3,1032.4,48.0,Spring
273,1670403600.0,0.8,nan%,,11.1,1023.2,331.0,Autumn
274,1659589200.0,15.2,82.0%,0.0,11.1,1014.8,292.0,Summer
275,1694433600.0,24.4,56.0%,0.0,18.5,1013.1,237.0,Summer
276,1623394800.0,18.2,80.0%,0.0,16.7,1019.9,244.0,Spring
277,1678388400.0,8.0,100.0%,0.0,9.3,988.3,147.0,Winter
278,1674439200.0,-3.3,96.0%,0.0,5.5,1036.9,342.0,Winter
279,1647385200.0,7.9,nan%,,9.3,1020.1,134.0,Winter
280,1670320800.0,3.5,91.0%,0.0,11.1,1024.7,1.0,Autumn
281,1651708800.0,8.5,92.0%,0.0,11.1,1021.4,309.0,Spring
282,1619326800.0,4.3,88.0%,0.0,,,,Spring
283,1638540000.0,7.8,95.0%,0.0,9.3,1002.4,271.0,Autumn
284,1682946000.0,15.4,66.0%,0.1,,,,Spring
285,1690315200.0,13.6,73.0%,0.0,7.4,1012.8,289.0,Summer
286,1629003600.0,14.8,94.0%,0.0,,,,Summer
287,1634292000.0,12.8,79.0%,0.0,11.1,1020.8,15.0,Autumn
288,1695524400.0,13.8,82.0%,0.0,,,,Autumn
289,1666116000.0,12.6,81.0%,0.0,11.1,1027.9,72.0,Autumn
290,1622397600.0,14.4,66.0%,0.0,13.0,1025.3,84.0,Spring
291,1679778000.0,8.7,80.0%,0.3,9.3,1006.6,208.0,Spring
292,1661558400.0,14.4,87.0%,0.0,5.5,1018.8,23.0,Summer
293,1670112000.0,3.4,88.0%,0.0,14.8,1017.5,39.0,Autumn
294,1621656000.0,8.7,93.0%,0.3,18.5,998.8,279.0,Spring
295,1627336800.0,17.4,nan%,,9.3,1009.7,227.0,Summer
296,1639677600.0,7.4,92.0%,0.0,,,,Autumn
297,1690981200.0,16.8,86.0%,0.2,,,,Summer
298,1672916400.0,10.1,nan%,,16.7,1020.6,229.0,Winter
299,1656838800.0,17.2,60.0%,0.0,13.0,1019.3,263.0,Summer
300,1645578000.0,4.0,90.0%,0.0,11.1,1025.1,241.0,Winter
301,1663563600.0,9.8,87.0%,0.0,5.5,1024.4,332.0,Summer
302,1646337600.0,8.1,90.0%,0.0,,,,Winter
303,1646107200.0,8.4,97.0%,0.5,3.7,1024.6,337.0,Winter
304,1693314000.0,19.7,nan%,,14.8,1011.1,266.0,Summer
305,1622840400.0,12.3,94.0%,0.0,9.3,1024.2,359.0,Spring
306,1677772800.0,7.1,63.0%,0.0,18.5,1025.6,34.0,Winter
307,1644231600.0,6.3,77.0%,0.0,13.0,1026.9,253.0,Winter
308,1620896400.0,11.8,79.0%,0.8,16.7,1005.3,106.0,Spring
309,1692964800.0,18.9,nan%,,14.8,1009.9,266.0,Summer
310,1632942000.0,8.9,73.0%,0.0,11.1,1025.6,271.0,Autumn
311,1642190400.0,1.6,nan%,,5.5,1033.5,90.0,Winter
312,1666760400.0,14.8,92.0%,0.0,16.7,1007.3,193.0,Autumn
313,1670731200.0,-3.4,100.0%,0.0,3.7,1009.3,61.0,Autumn
314,1620489600.0,14.7,80.0%,0.0,25.9,1002.8,213.0,Spring
315,1654815600.0,16.0,88.0%,0.0,16.6,1018.0,220.0,Spring
316,1618959600.0,7.4,87.0%,0.0,5.5,1018.5,108.0,Spring
317,1653757200.0,15.2,59.0%,0.0,14.8,1025.5,20.0,Spring
318,1677715200.0,2.1,90.0%,0.0,11.1,1026.2,30.0,Winter
319,1688990400.0,20.9,56.0%,0.0,20.4,1019.2,206.0,Summer
320,1671141600.0,-2.8,95.0%,0.0,9.3,1013.8,346.0,Autumn
321,1696532400.0,14.1,80.0%,0.0,14.8,1023.8,205.0,Autumn
322,1675580400.0,3.3,86.0%,0.0,14.8,1044.7,346.0,Winter
323,1665522000.0,7.8,83.0%,0.0,5.5,1025.5,181.0,Autumn
324,1645326000.0,7.7,92.0%,0.0,24.1,1008.7,234.0,Winter
325,1641301200.0,3.6,91.0%,0.0,16.7,1001.4,343.0,Winter
326,1647295200.0,6.3,nan%,,,,,Winter
327,1685127600.0,12.1,62.0%,0.0,14.8,1030.9,66.0,Spring
328,1656741600.0,14.4,77.0%,0.0,16.7,1019.1,207.0,Summer
329,1683849600.0,9.1,97.0%,0.0,,,,Spring
330,1646017200.0,5.0,nan%,,14.8,1024.6,159.0,Winter
331,1650819600.0,13.3,50.0%,0.0,22.2,1010.7,46.0,Spring
332,1678402800.0,7.8,97.0%,0.1,11.1,985.4,112.0,Winter
333,1639263600.0,9.0,97.0%,0.0,16.7,1016.1,228.0,Autumn
334,1671642000.0,7.8,93.0%,0.0,7.4,1004.6,198.0,Winter
335,1656907200.0,10.7,87.0%,0.0,7.4,1021.3,266.0,Summer
336,1652227200.0,11.0,86.0%,0.0,11.1,1012.2,220.0,Spring
337,1654509600.0,14.0,nan%,,16.6,1015.0,280.0,Spring
338,1669208400.0,10.5,76.0%,0.0,24.1,990.7,251.0,Autumn
339,1655301600.0,24.7,nan%,,11.1,1018.0,199.0,Spring
340,1687107600.0,18.4,87.0%,3.9,11.1,1006.8,195.0,Spring
341,1618516800.0,3.6,85.0%,0.0,,,,Spring
342,1682614800.0,9.8,84.0%,2.3,16.7,1012.2,119.0,Spring
343,1623160800.0,22.7,44.0%,0.0,13.0,1022.5,242.0,Spring
344,1685667600.0,9.1,82.0%,0.0,14.8,1025.5,28.0,Spring
345,1628287200.0,13.8,87.0%,0.0,14.8,1000.7,212.0,Summer
346,1656568800.0,13.8,nan%,,9.3,1011.6,225.0,Summer
347,1649995200.0,8.5,92.0%,0.0,5.5,1025.9,160.0,Spring
348,1622966400.0,16.9,74.0%,0.0,9.3,1024.8,248.0,Spring
349,1657450800.0,25.6,nan%,,9.3,1026.7,266.0,Summer
350,1650027600.0,19.4,50.0%,0.0,9.3,1026.8,175.0,Spring
351,1620349200.0,3.4,81.0%,0.0,,,,Spring
352,1639177200.0,2.4,88.0%,0.0,,,,Autumn
353,1681552800.0,10.2,73.0%,0.0,16.7,1018.0,1.0,Spring
354,1659542400.0,24.9,58.0%,0.0,20.4,1012.3,238.0,Summer
355,1668758400.0,7.1,89.0%,0.0,18.5,998.2,256.0,Autumn
356,1664218800.0,9.3,80.0%,0.0,16.7,1003.8,305.0,Autumn
357,1691596800.0,21.7,nan%,,11.1,1019.1,248.0,Summer
358,1672844400.0,11.9,80.0%,0.0,33.3,1014.3,255.0,Winter
359,1638259200.0,7.4,95.0%,0.0,20.4,1013.1,268.0,Autumn
360,1632056400.0,17.7,80.0%,0.0,11.1,1014.7,310.0,Summer
361,1679176800.0,8.2,93.0%,0.0,9.3,1009.3,237.0,Winter
362,1696932000.0,20.0,71.0%,0.0,20.4,1017.2,221.0,Autumn
363,1652986800.0,15.5,67.0%,0.0,,,,Spring
364,1652295600.0,12.6,nan%,,13.0,1012.0,270.0,Spring
365,1663880400.0,14.3,83.0%,0.0,9.3,1017.4,202.0,Summer
366,1683010800.0,10.4,nan%,,,,,Spring
367,1676232000.0,6.2,nan%,,,,,Winter
368,1689710400.0,16.1,74.0%,0.0,7.4,1015.3,227.0,Summer
369,1652878800.0,20.5,46.0%,0.0,14.8,1019.7,187.0,Spring
370,1683507600.0,10.2,92.0%,0.0,7.4,1020.3,227.0,Spring
371,1641117600.0,11.0,88.0%,0.0,22.2,1010.6,242.0,Winter
372,1684656000.0,13.3,71.0%,0.0,,,,Spring
373,1696370400.0,11.6,nan%,,11.1,1026.2,227.0,Autumn
374,1672606800.0,8.2,94.0%,0.3,7.4,1008.8,201.0,Winter
375,1697878800.0,13.8,91.0%,0.0,14.8,982.8,191.0,Autumn
376,1646661600.0,5.3,59.0%,0.0,20.4,1023.4,96.0,Winter
377,1630162800.0,18.8,62.0%,0.0,18.5,1025.6,18.0,Summer
