,timestamp,weco
170,1622268000,Overcast
171,1659063600,Fair
172,1630429200,Cloudy
173,1657695600,Cloudy
174,1649404800,Cloudy
175,1621148400,Cloudy
176,1683187200,Overcast
177,1694095200,Fair
178,1691496000,Light Rain
179,1650816000,Fair
180,1672401600,Light Rain
181,1626490800,Clear
182,1630400400,Cloudy
183,1669539600,Light Rain
184,1677758400,Fair
185,1639296000,Light Rain
186,1654700400,
187,1696478400,Overcast
188,1654005600,Cloudy
189,1668286800,Clear
190,1669662000,Cloudy
191,1624482000,Fair
192,1689019200,Overcast
193,1643857200,Overcast
194,1627390800,Light Rain
195,1633384800,Rain
196,1649127600,Light Rain
197,1657450800,Fair
198,1683172800,Cloudy
199,1634097600,Cloudy
200,1620507600,Cloudy
201,1647446400,Rain
202,1674597600,Fair
203,1624154400,Light Rain
204,1637946000,Rain Shower
205,1694142000,Fair
206,1627214400,Rain
207,1695632400,Cloudy
208,1655730000,Fair
209,1635098400,Overcast
210,1676091600,Overcast
211,1690174800,Overcast
212,1689631200,Cloudy
213,1655589600,Overcast
214,1686794400,Clear
215,1644980400,Light Rain
216,1643043600,Cloudy
217,1664359200,Fair
218,1657098000,Overcast
219,1620514800,Fair
220,1647586800,Fair
221,1695024000,Cloudy
222,1641009600,Overcast
223,1642291200,Overcast
224,1648062000,Clear
225,1636484400,Overcast
226,1632913200,Fair
227,1618160400,Fair
228,1697270400,Fair
229,1659312000,Overcast
230,1618434000,Fair
231,1693044000,Cloudy
232,1688986800,Cloudy
233,1620158400,Fair
234,1681354800,Cloudy
235,1625900400,Light Rain
236,1633212000,Overcast
237,1685124000,Clear
238,1630580400,Cloudy
239,1665550800,Overcast
240,1652184000,Cloudy
241,1669701600,Fog
242,1655751600,Fair
243,1637028000,Overcast
244,1657249200,Fair
245,1648083600,Clear
246,1659308400,Cloudy
247,1636509600,Overcast
248,1635940800,Cloudy
249,1637550000,Fair
250,1618754400,Fair
251,1649739600,Overcast
252,1647284400,Fair
253,1680649200,Fair
254,1619787600,Fair
255,1647028800,Light Rain
256,1643144400,Fair
257,1670857200,Overcast
258,1636066800,Fair
259,1689159600,Cloudy
260,1677463200,Fair
261,1659276000,Overcast
262,1619704800,Cloudy
263,1675357200,Cloudy
264,1690596000,Overcast
265,1682107200,Fair
266,1675609200,Fair
267,1636326000,Fair
268,1654214400,
269,1618308000,Fair
270,1618282800,Clear
271,1632582000,Overcast
272,1621119600,Cloudy
273,1669060800,Cloudy
274,1694498400,Overcast
275,1636581600,Overcast
276,1621936800,Cloudy
277,1660399200,Clear
278,1664236800,Fair
279,1626631200,Fair
280,1684630800,Clear
281,1668970800,Fair
282,1650492000,Fair
283,1654927200,
284,1685113200,Clear
285,1650283200,Cloudy
286,1624410000,Cloudy
287,1618797600,Clear
288,1681426800,Fair
289,1672819200,Light Rain
290,1621879200,Heavy Rain Shower
291,1647475200,Overcast
292,1690473600,Overcast
293,1696672800,Fair
294,1661846400,Cloudy
295,1645218000,Fair
296,1675926000,Overcast
297,1697634000,Heavy Rain
298,1670536800,Clear
299,1637640000,Fair
300,1685491200,Overcast
301,1640728800,Cloudy
302,1697763600,Heavy Rain
303,1687068000,Light Rain
304,1667959200,Cloudy
305,1686247200,Fair
306,1646715600,Clear
307,1650103200,Fair
308,1644930000,Light Rain
309,1670320800,Cloudy
310,1631502000,Overcast
311,1617454800,Cloudy
312,1697882400,Light Rain
313,1694070000,Fair
314,1627081200,Overcast
315,1665540000,Cloudy
316,1655092800,Fair
317,1655229600,Fair
318,1684926000,Fair
319,1697094000,Light Rain
320,1619895600,Fair
321,1677672000,Overcast
322,1669172400,Cloudy
323,1673877600,Overcast
324,1638813600,Heavy Rain Shower
325,1651708800,Fair
326,1672063200,Fair
327,1645992000,Clear
328,1668564000,Cloudy
329,1673726400,Cloudy
330,1697662800,Light Rain
331,1669694400,Overcast
332,1623564000,Fair
333,1678640400,Overcast
334,1650430800,Cloudy
335,1691899200,Overcast
336,1674460800,Overcast
337,1626278400,Cloudy
338,1634230800,Cloudy
339,1662393600,Overcast
340,1645297200,Overcast
341,1675652400,Cloudy
342,1691625600,Fair
343,1654084800,Cloudy
344,1643490000,Cloudy
345,1686470400,Fair
346,1643648400,Fair
347,1645578000,Clear
348,1632193200,Cloudy
349,1643356800,Cloudy
350,1667098800,Overcast
351,1646920800,Cloudy
352,1636430400,Overcast
353,1658671200,Fair
354,1692968400,Cloudy
355,1654225200,
356,1659380400,Cloudy
357,1621494000,Overcast
358,1643983200,Fair
359,1682427600,Fair
360,1636797600,Overcast
361,1652853600,Fair
362,1661536800,Cloudy
363,1697565600,Overcast
364,1673798400,Fair
365,1686420000,Fair
366,1624215600,Overcast
367,1657764000,Fair
368,1656504000,Cloudy
369,1665828000,Fair
370,1663531200,Cloudy
371,1693710000,Cloudy
372,1670414400,Cloudy
373,1690588800,Overcast
374,1676545200,Light Rain
375,1644422400,Overcast
376,1689930000,Cloudy
377,1635400800,Fair
378,1636322400,Fair
379,1647241200,Fair
380,1629198000,Light Rain
381,1688058000,Fair
382,1650538800,Fair
383,1658012400,Fair
384,1645491600,Fair
385,1692741600,Fair
386,1624928400,Light Rain
387,1677376800,Cloudy
388,1666015200,Cloudy
389,1692936000,Cloudy
390,1688806800,Light Rain
391,1664330400,Fair
392,1625180400,Cloudy
393,1619481600,Fair
394,1618102800,Cloudy
395,1641996000,Fair
396,1637420400,Overcast
397,1659067200,Fair
398,1622466000,Fair
399,1674104400,Fair
400,1669892400,Overcast
401,1651255200,Cloudy
402,1678903200,Light Rain
403,1667656800,Light Rain
404,1628949600,Cloudy
405,1696978800,Cloudy
406,1618758000,Fair
407,1673470800,Light Rain
408,1635145200,Cloudy
409,1652004000,Fair
410,1628521200,Heavy Rain Shower
411,1651258800,Cloudy
412,1650074400,Fair
413,1633248000,Cloudy
414,1690664400,Fair
415,1621540800,Fair
416,1623304800,Cloudy
417,1638860400,Cloudy
418,1657562400,Fair
419,1675623600,Cloudy
420,1647072000,Cloudy
421,1641510000,Light Rain
422,1643342400,Fair
423,1656849600,Cloudy
424,1664107200,Fair
425,1628794800,Fair
426,1672333200,Fair
427,1674921600,Cloudy
428,1644973200,Light Rain
429,1627236000,Light Rain
430,1634954400,Fair
431,1628596800,Cloudy
432,1665583200,Cloudy
433,1647748800,Clear
434,1683255600,Overcast
435,1627470000,Heavy Rain Shower
436,1696867200,Fair
437,1675101600,Fair
438,1654740000,
439,1622574000,Clear
440,1666814400,Fair
441,1677780000,Fair
442,1686690000,Clear
443,1660154400,Clear
444,1662706800,Light Rain
445,1692828000,Cloudy
446,1655359200,Fair
447,1627646400,Heavy Rain Shower
448,1621954800,Rain Shower
449,1661158800,Fair
450,1635768000,Fair
451,1638723600,Light Rain
452,1647136800,Overcast
453,1682132400,Fair
454,1650067200,Fair
455,1697652000,Rain
456,1619215200,Clear
457,1619154000,Clear
458,1675094400,Fair
459,1690005600,Overcast
460,1641952800,Fog
461,1643454000,Overcast
462,1637636400,Fair
463,1675522800,Cloudy
464,1620489600,Overcast
465,1640473200,Light Rain
466,1688724000,Clear
467,1617865200,Overcast
468,1688317200,Fair
469,1624172400,Light Rain
470,1622563200,Clear
471,1623812400,Fair
472,1642096800,Fair
473,1684274400,Fair
474,1691640000,Fair
475,1686362400,Clear
476,1664647200,Cloudy
477,1696525200,Cloudy
478,1692370800,Light Rain
479,1664406000,Fair
480,1643353200,Cloudy
481,1620183600,Fair
482,1681408800,Fair
483,1632268800,Fair
484,1643432400,Overcast
485,1673402400,Cloudy
486,1653490800,Cloudy
487,1656500400,Cloudy
488,1671184800,Fair
489,1630623600,Fair
490,1647774000,Fair
491,1638622800,Fair
492,1620536400,Cloudy
493,1671937200,Overcast
494,1646859600,Cloudy
495,1657245600,Fair
496,1686708000,Clear
497,1696017600,Fair
498,1674554400,Overcast
499,1687878000,Overcast
500,1692291600,Fair
501,1673460000,Light Rain
502,1671534000,Cloudy
503,1673784000,Cloudy
504,1620817200,Fair
505,1635588000,Light Rain
506,1647374400,Cloudy
507,1625997600,Cloudy
508,1675026000,Overcast
509,1647622800,Fair
510,1690675200,Fair
511,1645844400,Clear
512,1694005200,Fair
513,1632553200,Overcast
514,1619856000,Fair
515,1664712000,Cloudy
516,1662598800,Overcast
517,1673308800,Fair
518,1652522400,Fair
519,1663804800,Cloudy
520,1641704400,Fair
521,1632542400,Overcast
522,1670562000,Fair
523,1619643600,Light Rain
524,1622581200,Clear
525,1658156400,Clear
526,1647626400,Fair
527,1649005200,Cloudy
528,1680253200,Light Rain
529,1668276000,Fair
530,1647918000,Fair
531,1648677600,Light Rain
532,1697230800,Light Rain
533,1636905600,Overcast
534,1659621600,Cloudy
535,1683849600,Cloudy
536,1633078800,Light Rain
537,1643626800,Fair
538,1674050400,Cloudy
539,1668963600,Rain Shower
540,1680998400,Cloudy
541,1652529600,Fair
542,1635559200,Cloudy
543,1682964000,Fair
544,1685955600,Fair
545,1648260000,Clear
546,1633032000,Overcast
547,1666044000,Fair
548,1694563200,Overcast
549,1647612000,Fair
550,1672909200,Overcast
551,1629968400,Overcast
552,1634850000,Clear
553,1685937600,Fair
554,1674500400,Cloudy
555,1674723600,Overcast
556,1656910800,Fair
557,1644336000,Overcast
558,1646967600,Cloudy
559,1671876000,Cloudy
560,1676109600,Overcast
561,1688097600,Cloudy
562,1688979600,Cloudy
563,1683198000,Cloudy
564,1675148400,Overcast
565,1639360800,Overcast
566,1693911600,Clear
567,1686326400,Fair
568,1681887600,Cloudy
569,1617487200,Cloudy
570,1664596800,Cloudy
571,1685559600,Fair
572,1657602000,Cloudy
573,1631646000,Overcast
574,1675702800,Fair
575,1689764400,Cloudy
576,1660636800,Overcast
577,1636711200,Overcast
578,1693335600,Overcast
579,1684616400,Fair
580,1670990400,Overcast
581,1687968000,Cloudy
582,1639965600,Fog
583,1641250800,Overcast
584,1660492800,Fair
585,1619496000,Cloudy
586,1679637600,Fair
587,1635786000,Fair
588,1693249200,Fair
589,1676487600,Cloudy
590,1649329200,Fair
591,1689778800,Cloudy
592,1671332400,Fair
593,1657792800,Fair
594,1644228000,Fair
595,1668787200,Cloudy
596,1643688000,Light Rain
597,1655665200,Overcast
598,1682672400,Light Rain
599,1658318400,Cloudy
600,1625313600,Cloudy
601,1618750800,Fair
602,1630584000,Cloudy
603,1623279600,Fair
604,1639555200,Overcast
605,1625965200,Cloudy
606,1638014400,Light Rain
607,1630000800,Cloudy
608,1658210400,Clear
609,1663945200,Light Rain
610,1632056400,Light Rain
611,1627869600,Cloudy
612,1636106400,Fair
613,1651341600,Cloudy
614,1642968000,Overcast
615,1641618000,Light Rain
616,1624269600,Rain
617,1664978400,Light Rain
618,1635926400,Fair
619,1697281200,Fair
620,1640106000,Cloudy
621,1622340000,Clear
622,1648242000,Clear
623,1630749600,Cloudy
624,1678417200,Light Rain
625,1685178000,Cloudy
626,1690027200,Rain
627,1634133600,Overcast
628,1636592400,Overcast
629,1619809200,Fair
630,1684987200,Fair
631,1666317600,Fog
632,1654783200,
633,1663124400,Light Rain
634,1681351200,Cloudy
635,1663185600,Fair
636,1676347200,Clear
637,1688774400,Clear
638,1631012400,Fair
639,1618614000,Fair
640,1618286400,Fair
641,1679529600,Light Rain
642,1655125200,Cloudy
643,1682568000,Overcast
644,1669687200,Fog
645,1618239600,Fair
646,1649300400,Light Rain
647,1630868400,Fair
648,1637697600,Fair
649,1665579600,Cloudy
650,1635746400,Fair
651,1640034000,Overcast
652,1684904400,Cloudy
653,1626710400,Fair
654,1618524000,Fair
655,1677826800,Overcast
656,1688698800,Clear
657,1663866000,Cloudy
658,1644490800,Overcast
659,1617620400,Fair
660,1625734800,Cloudy
661,1644678000,Cloudy
662,1696888800,Fair
663,1620975600,Overcast
664,1663480800,Cloudy
665,1663441200,Fair
666,1680350400,Light Rain
667,1631001600,Fair
668,1635274800,Cloudy
669,1620752400,Cloudy
670,1651474800,Overcast
671,1621695600,Rain Shower
672,1664391600,Fair
673,1643227200,Cloudy
674,1660615200,Overcast
675,1665500400,Fair
676,1632625200,Overcast
677,1697140800,Light Rain
678,1662714000,Light Rain
679,1653156000,Cloudy
680,1685476800,Overcast
681,1665864000,Fair
682,1656079200,Cloudy
683,1692651600,Fair
684,1663228800,Overcast
685,1652680800,Overcast
686,1691420400,Cloudy
687,1630108800,Fair
688,1683374400,Light Rain
689,1654956000,
690,1672768800,Light Rain
691,1644811200,Light Rain
692,1620568800,Cloudy
693,1629781200,Fair
694,1665752400,Light Rain
695,1631757600,Cloudy
696,1692475200,Fair
697,1651726800,Fair
698,1696449600,Cloudy
699,1638669600,Light Rain
700,1664992800,Fair
701,1676325600,Clear
702,1631635200,Light Rain
703,1673683200,Rain
704,1636952400,Overcast
705,1687834800,Cloudy
706,1695484800,Fair
707,1650657600,Overcast
708,1696579200,Cloudy
709,1658646000,Cloudy
710,1658926800,Cloudy
711,1638864000,Cloudy
712,1646564400,Cloudy
713,1693864800,Clear
714,1693414800,Fair
715,1688929200,Cloudy
716,1659618000,Cloudy
717,1636671600,Cloudy
718,1667534400,Light Rain
719,1689537600,Cloudy
720,1667199600,Cloudy
721,1672146000,Overcast
722,1682802000,Fair
723,1694368800,Cloudy
724,1666335600,Overcast
725,1693918800,Clear
726,1690002000,Overcast
727,1673089200,Light Rain
728,1628701200,Fair
729,1650142800,Fair
730,1680188400,Rain Shower
731,1630936800,Fair
732,1658484000,Cloudy
733,1631764800,Cloudy
734,1634616000,Light Rain
735,1679475600,Light Rain
736,1663236000,Cloudy
737,1634932800,Fair
738,1686762000,Fair
739,1619697600,Cloudy
740,1644048000,Fair
741,1680242400,Rain
742,1660824000,Cloudy
743,1631484000,Overcast
744,1657303200,Fair
745,1690246800,Overcast
746,1696917600,Fair
747,1631282400,Light Rain
748,1620367200,Fair
749,1667516400,Cloudy
750,1657054800,Fair
751,1658113200,Fair
752,1646866800,Cloudy
753,1645412400,Fair
754,1648584000,Overcast
755,1665630000,Light Rain
756,1667818800,Light Rain
757,1681329600,Heavy Rain Shower
758,1672887600,Overcast
759,1654732800,
760,1642744800,Clear
761,1648022400,Clear
762,1625464800,Cloudy
763,1691211600,Light Rain
764,1623013200,Overcast
765,1684674000,Cloudy
766,1634331600,Cloudy
767,1618329600,Fair
768,1665151200,Cloudy
769,1653386400,Rain Shower
770,1681992000,Fair
771,1644001200,Fair
772,1661198400,Overcast
773,1655388000,Fair
774,1672102800,Fair
775,1685930400,Clear
776,1629752400,Fair
777,1667149200,Cloudy
778,1624158000,Light Rain
779,1667991600,Cloudy
780,1648551600,Overcast
781,1694458800,Cloudy
782,1630659600,Fair
783,1689505200,Cloudy
784,1648832400,Fair
785,1626127200,Overcast
786,1687122000,Rain
787,1664024400,Cloudy
788,1658764800,Cloudy
789,1662562800,Cloudy
790,1661616000,Fair
791,1640646000,Light Rain
792,1679965200,Cloudy
793,1645614000,Fair
794,1646110800,Light Rain
795,1674327600,Fair
796,1651237200,Cloudy
797,1657782000,Fair
798,1645826400,Clear
799,1643446800,Overcast
800,1666090800,Fair
801,1676948400,Overcast
802,1621022400,Cloudy
803,1639677600,Cloudy
804,1639105200,Light Rain
805,1681603200,Cloudy
806,1686567600,Fair
807,1656266400,Fair
808,1650182400,Fair
809,1649660400,Cloudy
810,1660730400,Overcast
811,1633766400,Fair
812,1651561200,Overcast
813,1636819200,Overcast
814,1671285600,Cloudy
815,1652403600,Cloudy
816,1689872400,Cloudy
817,1642892400,Fair
818,1620824400,Fair
819,1618959600,Cloudy
820,1661511600,Fair
821,1671624000,Light Rain
822,1671818400,Fair
823,1654279200,
824,1653865200,Fair
825,1691553600,Cloudy
826,1685534400,Cloudy
827,1659445200,Cloudy
828,1684526400,Fair
829,1637460000,Overcast
830,1681264800,Fair
831,1637078400,Overcast
832,1652731200,Fair
833,1652234400,Overcast
834,1685296800,Fair
835,1634054400,Overcast
836,1694152800,Fair
837,1619096400,Fair
838,1682535600,Overcast
839,1653022800,Light Rain
840,1665702000,Cloudy
841,1630072800,Cloudy
842,1644091200,Overcast
843,1663887600,Overcast
844,1624698000,Fair
845,1671289200,Cloudy
846,1628971200,Fair
847,1642834800,Fair
848,1688738400,Fair
849,1635375600,Cloudy
850,1664841600,Overcast
851,1617728400,Fair
852,1672351200,Fair
853,1691136000,Cloudy
854,1628928000,Cloudy
855,1691146800,Cloudy
856,1658264400,Fair
857,1663398000,Fair
858,1644739200,Overcast
859,1658059200,Fair
860,1661385600,Light Rain
861,1641243600,Cloudy
862,1655946000,Clear
863,1676257200,Fair
864,1653426000,Fair
865,1653847200,Fair
866,1661994000,Cloudy
867,1668672000,Light Rain
868,1657990800,Fair
869,1627884000,Cloudy
870,1653760800,Fair
871,1692810000,Fair
872,1676566800,Overcast
873,1638867600,Overcast
874,1697832000,Fair
875,1647363600,Cloudy
876,1653951600,Fair
877,1679590800,Light Rain
878,1630299600,Overcast
879,1638432000,Fair
880,1664229600,Fair
881,1628467200,Cloudy
882,1679248800,Cloudy
883,1688436000,Cloudy
884,1685649600,Cloudy
885,1619715600,Cloudy
886,1651075200,Cloudy
887,1688666400,Fair
888,1669114800,Cloudy
889,1640919600,Overcast
890,1694066400,Fair
891,1625544000,Light Rain
892,1665421200,Fair
893,1655305200,Fair
894,1634947200,Fair
895,1681848000,Overcast
896,1628431200,Heavy Rain Shower
897,1677697200,Overcast
898,1643522400,Clear
899,1656075600,Cloudy
900,1626976800,Fair
901,1651838400,Fair
902,1662991200,Cloudy
903,1678773600,Cloudy
904,1662260400,Cloudy
905,1665810000,Fog
906,1639476000,Overcast
907,1627617600,Light Rain
908,1664193600,Cloudy
909,1682128800,Fair
910,1643806800,Cloudy
911,1618804800,Fair
912,1641470400,Cloudy
913,1659240000,Overcast
914,1683612000,Overcast
915,1676642400,Overcast
916,1622833200,Light Rain
917,1636354800,Cloudy
918,1658404800,Overcast
919,1648519200,Light Rain
920,1629727200,Cloudy
921,1626505200,Fair
922,1645686000,Light Rain
923,1671728400,Light Rain
924,1678356000,Light Rain
925,1641916800,Light Rain
926,1659942000,Fair
927,1692576000,Fair
928,1676671200,Overcast
929,1676365200,Fair
930,1672660800,Cloudy
931,1635379200,Cloudy
932,1685210400,Fair
933,1659607200,Fair
934,1683676800,Overcast
935,1661274000,Cloudy
936,1644184800,Fair
937,1669831200,Cloudy
938,1676714400,Overcast
939,1687885200,Overcast
940,1638903600,Light Rain
941,1646042400,Overcast
942,1657090800,Overcast
943,1641794400,Overcast
944,1696719600,Fair
945,1660802400,Overcast
946,1640988000,Overcast
947,1659841200,Fair
948,1655690400,Fair
949,1625126400,Cloudy
950,1679292000,Overcast
951,1666400400,Overcast
952,1646114400,Light Rain
953,1639760400,Overcast
954,1638586800,Fog
955,1696039200,Fair
956,1686182400,Clear
957,1651507200,Overcast
958,1662415200,Cloudy
959,1670198400,Overcast
960,1666850400,Overcast
961,1654156800,Cloudy
962,1628107200,Fair
963,1637373600,Overcast
964,1623268800,Fair
965,1650038400,Fair
966,1681599600,Cloudy
967,1644904800,Cloudy
968,1632736800,Light Rain
969,1662120000,Overcast
970,1694023200,Fair
971,1620057600,Light Rain
972,1652227200,Overcast
973,1661641200,Fair
974,1633820400,Cloudy
975,1628139600,Cloudy
976,1684234800,Fair
977,1686780000,Clear
978,1684580400,Fair
979,1650783600,Fair
980,1684598400,Fair
981,1685390400,Fair
982,1647716400,Clear
983,1674435600,Fog
984,1634742000,Rain Shower
985,1676318400,Clear
986,1677099600,Cloudy
987,1681812000,Cloudy
988,1639274400,Light Rain
989,1694692800,Fair
990,1632178800,Cloudy
991,1635634800,Fair
992,1682838000,Fair
993,1654153200,Cloudy
994,1678698000,Overcast
995,1633420800,Cloudy
996,1650085200,Fair
997,1625670000,Cloudy
998,1691452800,Cloudy
999,1661223600,Overcast
1000,1630094400,Fair
1001,1668373200,Fog
1002,1690851600,Cloudy
1003,1636560000,Overcast
1004,1622952000,Cloudy
1005,1680343200,Light Rain
1006,1628103600,Fair
1007,1646434800,Light Rain
1008,1685246400,Fair
1009,1677283200,Cloudy
1010,1659870000,Fair
1011,1623225600,Fair
1012,1686157200,Fair
1013,1621285200,Cloudy
1014,1633870800,Cloudy
1015,1666047600,Fair
1016,1619899200,Fair
1017,1617577200,Fair
1018,1664337600,Fair
1019,1676242800,Cloudy
1020,1656252000,Fair
1021,1664938800,Overcast
1022,1636830000,Overcast
1023,1694923200,Cloudy
1024,1692003600,Light Rain
1025,1684080000,Cloudy
1026,1678759200,Light Rain
1027,1691402400,Fair
1028,1696107600,Cloudy
1029,1637391600,Overcast
1030,1629766800,Fair
1031,1646798400,Overcast
1032,1626274800,Cloudy
1033,1677531600,Cloudy
1034,1697724000,Light Rain
1035,1630447200,Fair
1036,1669611600,Cloudy
1037,1648778400,Clear
1038,1697241600,Clear
1039,1692410400,Overcast
1040,1680508800,Fair
1041,1661882400,Cloudy
1042,1681966800,Clear
1043,1650290400,Cloudy
1044,1626073200,Light Rain
1045,1672927200,Overcast
1046,1663038000,Overcast
1047,1694030400,Fair
1048,1695888000,Cloudy
1049,1669888800,Overcast
1050,1676728800,Overcast
1051,1690704000,Fair
1052,1633921200,Fair
1053,1675087200,Fair
1054,1622754000,Cloudy
1055,1664974800,Light Rain
1056,1662411600,Heavy Rain Shower
1057,1637668800,Fair
1058,1659052800,Cloudy
1059,1659927600,Clear
1060,1668312000,Clear
1061,1644044400,Fair
1062,1692986400,Cloudy
1063,1654938000,
1064,1619028000,Fair
1065,1660503600,Fair
1066,1628964000,Fair
1067,1664532000,Light Rain
1068,1652864400,Fair
1069,1631707200,Cloudy
1070,1656666000,Cloudy
1071,1659783600,Fair
1072,1661997600,Cloudy
1073,1649062800,Light Rain
1074,1654329600,
1075,1650265200,Cloudy
1076,1657332000,Fair
1077,1665230400,Fair
1078,1628690400,Cloudy
1079,1667001600,Overcast
1080,1624075200,Overcast
1081,1645135200,Cloudy
1082,1667581200,Fair
1083,1647435600,Light Rain
1084,1653483600,Overcast
1085,1677330000,Cloudy
1086,1648512000,Overcast
1087,1692565200,Fair
1088,1636761600,Overcast
1089,1639465200,Overcast
1090,1624046400,Rain
1091,1658736000,Cloudy
1092,1638694800,Light Rain
1093,1680688800,Cloudy
1094,1639440000,Overcast
1095,1665853200,Fair
1096,1664550000,Light Rain
1097,1693436400,Cloudy
1098,1617616800,Fair
1099,1654830000,
1100,1675454400,Cloudy
1101,1682280000,Light Rain
1102,1669334400,Fair
1103,1627804800,Cloudy
1104,1685656800,Overcast
1105,1622361600,Fair
1106,1655355600,Fair
1107,1695297600,Fair
1108,1632632400,Overcast
1109,1636938000,Overcast
1110,1640772000,Light Rain
1111,1683320400,Cloudy
1112,1642586400,Overcast
1113,1681898400,Overcast
1114,1697713200,Light Rain
1115,1651518000,Cloudy
1116,1665604800,Overcast
1117,1658779200,Fair
1118,1658325600,Cloudy
1119,1653073200,Fair
1120,1656835200,Cloudy
1121,1663700400,Cloudy
1122,1626580800,Clear
1123,1637956800,Fair
1124,1623618000,Fair
1125,1649469600,Fair
1126,1664769600,Cloudy
1127,1670526000,Clear
1128,1619391600,Fair
1129,1634212800,Cloudy
1130,1661540400,Fair
1131,1686092400,Fair
1132,1677074400,Light Rain
1133,1642086000,Fair
1134,1697360400,Fair
1135,1657969200,Fair
1136,1668798000,Fair
1137,1636801200,Overcast
1138,1685142000,Clear
1139,1673920800,Fair
1140,1635134400,Cloudy
1141,1680883200,Fair
1142,1657263600,Fair
1143,1690268400,Cloudy
1144,1669752000,Overcast
1145,1635372000,Cloudy
1146,1666245600,Light Rain
1147,1622106000,Fair
1148,1657224000,Fair
1149,1693713600,Cloudy
1150,1634104800,Cloudy
1151,1651597200,Cloudy
