,timestamp,wspd_db,wdir_db,pres_db,rhum_db,prcp_db
71,1618387200,,,,61.0,0.0
72,1618390800,9.3,49.0,1033.7,52.0,0.0
73,1618398000,11.1,35.0,1033.1,,
74,1618419600,14.8,56.0,1032.4,,
75,1618434000,,,,80.0,0.0
76,1618437600,7.4,32.0,1033.9,,
77,1618488000,18.5,31.0,1033.0,,
78,1618491600,18.5,35.0,1032.8,,
79,1618495200,,,,67.0,0.7
80,1618506000,,,,73.0,0.1
81,1618516800,9.3,43.0,1032.9,,
82,1618520400,7.4,29.0,1032.7,,
83,1618542000,,,,96.0,0.0
84,1618545600,,,,94.0,0.0
85,1618552800,,,,91.0,0.0
86,1618556400,,,,85.0,0.0
87,1618570800,11.1,41.0,1031.7,,
88,1618610400,,,,81.0,0.0
89,1618617600,5.5,37.0,1031.4,,
90,1618635600,,,,85.0,0.0
91,1618639200,9.3,14.0,1031.1,,
92,1618646400,,,,60.0,0.0
93,1618671600,13.0,47.0,1027.4,46.0,0.0
94,1618696800,3.7,84.0,1027.8,,
95,1618700400,,,,77.0,0.0
96,1618729200,7.4,358.0,1026.4,65.0,0.0
97,1618743600,7.4,33.0,1025.4,,
98,1618765200,,,,54.0,0.0
99,1618768800,7.4,72.0,1024.3,,
100,1618772400,7.4,80.0,1024.6,,
101,1618837200,9.3,126.0,1020.2,,
102,1618848000,11.1,132.0,1019.2,,
103,1618873200,5.5,120.0,1019.7,,
104,1618884000,5.5,86.0,1018.9,89.0,0.0
105,1618891200,,,,93.0,0.0
106,1618909200,5.5,70.0,1018.4,,
107,1618930800,,,,50.0,0.0
108,1618941600,7.4,126.0,1017.5,,
109,1618977600,,,,92.0,0.0
110,1618984800,9.3,35.0,1019.6,,
111,1618988400,,,,80.0,0.0
112,1618992000,,,,74.0,0.0
113,1618995600,16.7,50.0,1020.5,,
114,1619060400,,,,89.0,0.0
115,1619064000,11.1,45.0,1027.0,,
116,1619067600,11.1,51.0,1027.1,,
117,1619074800,13.0,64.0,1027.6,,
118,1619096400,16.7,98.0,1027.2,,
119,1619118000,,,,62.0,0.0
120,1619154000,,,,88.0,0.0
121,1619157600,,,,83.0,0.0
122,1619161200,13.0,99.0,1029.6,,
123,1619179200,,,,32.0,0.0
124,1619182800,20.4,111.0,1028.3,,
125,1619186400,20.4,110.0,1027.9,,
126,1619197200,,,,40.0,0.0
127,1619200800,,,,50.0,0.0
128,1619204400,,,,56.0,0.0
129,1619236800,9.3,72.0,1027.9,89.0,0.0
130,1619247600,,,,68.0,0.0
131,1619251200,14.8,84.0,1028.4,,
132,1619262000,,,,42.0,0.0
133,1619280000,20.4,87.0,1026.8,,
134,1619290800,14.8,77.0,1028.2,,
135,1619294400,14.8,68.0,1028.8,,
136,1619301600,13.0,59.0,1029.3,80.0,0.0
137,1619308800,,,,87.0,0.0
138,1619312400,14.8,51.0,1029.2,89.0,0.0
139,1619316000,,,,91.0,0.0
140,1619326800,14.8,53.0,1029.4,,
141,1619341200,20.4,69.0,1029.7,61.0,0.0
142,1619395200,,,,77.0,0.0
143,1619406000,,,,80.0,0.0
144,1619420400,,,,66.0,0.0
145,1619427600,18.5,60.0,1023.4,,
146,1619463600,11.1,95.0,1017.3,,
147,1619488800,5.5,63.0,1014.2,,
148,1619492400,,,,88.0,0.0
149,1619503200,,,,83.0,0.0
150,1619514000,5.5,156.0,1011.4,,
151,1619521200,,,,46.0,0.0
152,1619532000,,,,43.0,0.0
153,1619535600,7.4,153.0,1007.9,,
154,1619550000,,,,66.0,0.0
155,1619557200,,,,74.0,0.0
156,1619560800,,,,75.0,0.0
157,1619593200,,,,79.0,0.3
158,1619596800,,,,73.0,0.0
159,1619625600,18.5,43.0,1005.7,,
160,1619629200,,,,60.0,0.2
161,1619632800,,,,65.0,0.1
162,1619661600,16.7,357.0,1009.2,,
163,1619676000,,,,82.0,0.0
164,1619683200,16.7,349.0,1011.3,67.0,0.0
165,1619694000,16.7,340.0,1011.9,51.0,0.0
166,1619701200,14.8,337.0,1012.0,47.0,0.0
167,1619712000,,,,52.0,0.0
168,1619740800,7.4,26.0,1015.1,,
169,1619744400,7.4,24.0,1015.0,,
170,1619766000,,,,74.0,0.0
171,1619769600,9.3,14.0,1015.9,65.0,0.0
172,1619776800,,,,53.0,0.0
173,1619802000,9.3,324.0,1014.6,,
174,1619805600,7.4,328.0,1015.0,,
175,1619809200,7.4,6.0,1015.5,,
176,1619816400,,,,82.0,0.0
177,1619820000,,,,85.0,0.0
178,1619823600,5.5,14.0,1016.2,,
179,1619834400,5.5,17.0,1015.8,,
180,1619852400,9.3,4.0,1016.7,,
181,1619859600,9.3,4.0,1016.8,63.0,0.1
182,1619874000,,,,50.0,0.0
183,1619877600,13.0,354.0,1015.5,,
184,1619899200,,,,83.0,0.0
185,1619902800,3.7,22.0,1018.7,,
186,1619917200,,,,93.0,0.0
187,1619924400,,,,93.0,0.0
188,1619928000,3.7,323.0,1020.2,,
189,1619938800,3.7,278.0,1021.1,,
190,1619964000,,,,49.0,0.2
191,1619967600,,,,48.0,0.0
192,1619992800,9.3,224.0,1020.9,81.0,0.0
193,1619996400,,,,82.0,0.0
194,1620014400,,,,91.0,0.1
195,1620021600,,,,84.0,0.0
196,1620043200,,,,58.0,0.0
197,1620057600,33.3,207.0,1006.6,67.0,0.0
198,1620082800,38.9,231.0,995.0,85.0,0.2
199,1620086400,,,,85.0,0.0
200,1620093600,33.3,248.0,993.9,,
201,1620108000,,,,68.0,0.0
202,1620115200,,,,60.0,0.1
203,1620118800,38.9,281.0,999.4,,
204,1620129600,38.9,280.0,1001.1,,
205,1620140400,31.5,288.0,1003.1,,
206,1620144000,29.6,288.0,1003.4,,
207,1620154800,,,,65.0,0.0
208,1620172800,,,,82.0,0.0
209,1620201600,,,,68.0,0.2
210,1620208800,,,,56.0,0.2
211,1620212400,,,,55.0,0.0
212,1620219600,,,,58.0,0.2
213,1620237600,11.1,271.0,1009.8,,
214,1620252000,,,,87.0,0.0
215,1620259200,,,,92.0,0.0
216,1620262800,7.4,231.0,1008.5,,
217,1620270000,5.5,221.0,1007.4,93.0,0.0
218,1620277200,5.5,215.0,1006.8,,
219,1620280800,5.5,219.0,1006.6,,
220,1620284400,7.4,213.0,1006.2,,
221,1620291600,,,,65.0,0.1
222,1620309600,,,,52.0,0.1
223,1620327600,9.3,297.0,1008.7,,
224,1620338400,13.0,289.0,1010.8,74.0,0.0
225,1620349200,14.8,284.0,1012.2,,
226,1620352800,13.0,285.0,1012.8,,
227,1620363600,11.1,283.0,1014.6,,
228,1620367200,,,,76.0,0.0
229,1620392400,,,,44.0,0.0
230,1620421200,,,,70.0,0.0
231,1620439200,13.0,139.0,1011.6,80.0,0.1
232,1620471600,25.9,207.0,1003.2,,
233,1620486000,,,,82.0,0.0
234,1620496800,22.2,211.0,1002.4,76.0,0.0
235,1620507600,,,,81.0,0.0
236,1620511200,,,,82.0,0.0
237,1620547200,20.4,201.0,997.6,70.0,0.0
238,1620550800,,,,66.0,0.5
239,1620554400,,,,66.0,0.3
240,1620561600,,,,65.0,0.0
241,1620565200,20.4,201.0,997.0,,
242,1620572400,18.5,195.0,996.4,63.0,0.0
243,1620604800,,,,91.0,0.0
244,1620622800,14.8,201.0,997.9,,
245,1620626400,18.5,201.0,998.1,,
246,1620630000,20.4,206.0,998.6,,
247,1620633600,22.2,210.0,998.9,,
248,1620651600,29.6,215.0,1002.1,55.0,0.0
249,1620655200,29.6,215.0,1002.3,,
250,1620676800,11.1,190.0,1005.6,,
251,1620680400,9.3,187.0,1005.8,,
252,1620691200,,,,86.0,0.0
253,1620705600,,,,89.0,0.0
254,1620738000,16.7,194.0,1007.7,,
255,1620748800,18.5,189.0,1007.1,,
256,1620759600,14.8,183.0,1007.9,,
257,1620763200,,,,74.0,0.0
258,1620777600,16.7,203.0,1008.7,,
259,1620788400,,,,90.0,0.0
260,1620792000,,,,90.0,0.0
261,1620853200,9.3,90.0,1008.1,,
262,1620864000,11.1,71.0,1007.2,,
263,1620878400,,,,89.0,0.3
264,1620882000,13.0,74.0,1005.5,,
265,1620903600,14.8,113.0,1005.8,,
266,1620914400,14.8,121.0,1006.1,,
267,1620932400,,,,83.0,0.0
268,1620939600,11.1,45.0,1007.3,,
269,1620954000,13.0,28.0,1008.1,95.0,0.0
270,1620968400,,,,95.0,0.0
271,1620986400,,,,72.0,0.0
272,1621029600,7.4,154.0,1006.9,,
273,1621058400,11.1,133.0,1001.5,,
274,1621076400,7.4,181.0,999.4,,
275,1621087200,9.3,255.0,999.5,,
276,1621098000,13.0,247.0,999.3,85.0,0.4
277,1621112400,11.1,233.0,1000.0,,
278,1621116000,11.1,237.0,1000.1,,
279,1621119600,11.1,233.0,1000.2,95.0,0.0
280,1621126800,,,,96.0,0.0
281,1621152000,14.8,219.0,999.2,83.0,0.1
282,1621159200,14.8,214.0,998.4,,
283,1621166400,,,,77.0,0.2
284,1621170000,14.8,205.0,997.6,,
285,1621177200,13.0,199.0,996.9,,
286,1621191600,7.4,194.0,996.2,,
287,1621195200,9.3,246.0,996.6,,
288,1621198800,5.5,356.0,996.4,94.0,0.3
289,1621216800,13.0,303.0,1000.4,,
290,1621245600,11.1,302.0,1006.0,,
291,1621249200,13.0,298.0,1006.4,74.0,0.3
292,1621252800,,,,73.0,0.3
293,1621285200,9.3,279.0,1010.3,,
294,1621299600,9.3,264.0,1011.9,,
295,1621310400,9.3,250.0,1012.5,,
296,1621317600,,,,87.0,0.0
297,1621350000,14.8,259.0,1013.5,66.0,0.1
298,1621353600,14.8,256.0,1013.5,,
299,1621368000,9.3,237.0,1014.6,,
300,1621375200,9.3,232.0,1014.9,90.0,0.0
301,1621389600,,,,95.0,0.1
302,1621407600,13.0,314.0,1016.2,,
303,1621414800,16.7,323.0,1016.4,,
304,1621443600,14.8,303.0,1020.2,,
305,1621447200,11.1,297.0,1020.6,,
306,1621454400,,,,84.0,0.0
307,1621476000,,,,95.0,0.0
308,1621486800,,,,90.0,0.0
309,1621497600,16.7,193.0,1017.2,,
310,1621512000,27.8,187.0,1012.2,,
311,1621526400,31.5,202.0,1006.2,,
312,1621537200,,,,74.0,0.0
313,1621540800,,,,76.0,0.0
314,1621548000,37.0,219.0,1001.7,,
315,1621558800,,,,79.0,0.0
316,1621562400,37.0,223.0,999.0,,
317,1621573200,33.3,225.0,997.3,,
318,1621584000,,,,70.0,0.0
319,1621612800,37.0,236.0,995.5,,
320,1621627200,,,,83.0,0.2
321,1621648800,,,,95.0,0.1
322,1621652400,,,,94.0,0.6
323,1621674000,14.8,299.0,1002.3,74.0,0.1
324,1621688400,,,,68.0,0.0
325,1621695600,14.8,287.0,1006.1,,
326,1621706400,,,,75.0,0.1
327,1621724400,,,,86.0,0.1
328,1621760400,22.2,215.0,1010.0,,
329,1621796400,,,,78.0,0.9
330,1621810800,18.5,216.0,1001.9,,
331,1621818000,14.8,221.0,1002.2,92.0,0.0
332,1621828800,,,,92.0,0.0
333,1621846800,16.7,199.0,1002.8,,
334,1621864800,,,,72.0,0.1
335,1621872000,,,,76.0,0.1
336,1621879200,,,,83.0,0.1
337,1621904400,,,,90.0,0.0
338,1621915200,,,,90.0,0.0
339,1621918800,16.7,265.0,1012.9,,
340,1621926000,20.4,274.0,1013.5,,
341,1621940400,25.9,284.0,1014.3,,
342,1621951200,25.9,281.0,1014.4,57.0,0.0
343,1621962000,18.5,270.0,1014.3,67.0,0.0
344,1621983600,9.3,275.0,1013.6,,
345,1621998000,,,,89.0,0.0
346,1622030400,20.4,306.0,1014.7,,
347,1622044800,,,,64.0,0.0
348,1622052000,11.1,310.0,1016.1,71.0,0.0
349,1622088000,,,,93.0,0.0
350,1622095200,9.3,319.0,1020.1,,
351,1622109600,,,,55.0,0.0
352,1622131200,9.3,228.0,1021.1,55.0,0.0
353,1622134800,9.3,194.0,1021.2,,
354,1622138400,9.3,177.0,1021.4,,
355,1622152800,,,,83.0,0.0
356,1622156400,,,,85.0,0.0
357,1622174400,5.5,136.0,1023.8,88.0,0.0
358,1622188800,9.3,135.0,1023.7,,
359,1622196000,,,,57.0,0.1
360,1622224800,9.3,116.0,1023.5,70.0,0.0
361,1622242800,,,,84.0,0.0
362,1622268000,9.3,62.0,1026.2,,
363,1622275200,11.1,69.0,1026.7,,
364,1622278800,11.1,72.0,1026.4,,
365,1622282400,11.1,71.0,1026.7,,
366,1622318400,,,,74.0,0.0
367,1622325600,9.3,53.0,1029.7,,
368,1622329200,9.3,54.0,1029.8,,
369,1622350800,,,,91.0,0.0
370,1622354400,,,,87.0,0.0
371,1622358000,13.0,56.0,1029.1,,
372,1622368800,13.0,69.0,1028.0,,
373,1622376000,,,,49.0,0.0
374,1622386800,,,,52.0,0.0
375,1622390400,16.7,83.0,1025.4,55.0,0.0
376,1622394000,14.8,84.0,1025.3,,
377,1622401200,11.1,81.0,1025.6,70.0,0.0
378,1622426400,9.3,50.0,1024.1,,
379,1622440800,,,,84.0,0.0
380,1622444400,11.1,69.0,1022.8,,
381,1622448000,,,,67.0,0.0
382,1622455200,,,,51.0,0.0
383,1622487600,13.0,96.0,1019.2,,
384,1622512800,,,,88.0,0.0
385,1622516400,,,,90.0,0.0
386,1622588400,13.0,62.0,1013.9,,
387,1622602800,,,,82.0,0.0
388,1622606400,,,,80.0,0.0
389,1622660400,9.3,133.0,1014.0,,
390,1622682000,7.4,221.0,1015.6,,
391,1622732400,14.8,246.0,1019.2,,
392,1622754000,7.4,289.0,1021.0,,
393,1622761200,7.4,296.0,1021.5,85.0,0.0
394,1622768400,,,,88.0,0.0
395,1622772000,,,,87.0,0.0
396,1622786400,11.1,345.0,1022.8,,
397,1622800800,13.0,5.0,1022.8,,
398,1622804400,14.8,4.0,1022.8,,
399,1622826000,14.8,359.0,1022.9,,
400,1622854800,,,,95.0,0.0
401,1622858400,7.4,331.0,1024.2,,
402,1622865600,7.4,321.0,1024.3,,
403,1622872800,,,,87.0,0.0
404,1622887200,,,,55.0,0.0
405,1622898000,13.0,283.0,1024.0,,
406,1622905200,13.0,274.0,1023.7,,
407,1622908800,,,,46.0,0.0
408,1622916000,,,,56.0,0.0
409,1622944800,,,,92.0,0.0
410,1622955600,7.4,262.0,1024.8,,
411,1622970000,9.3,241.0,1024.8,,
412,1622977200,11.1,237.0,1024.7,62.0,0.1
413,1622995200,11.1,215.0,1023.9,,
414,1623002400,,,,75.0,0.0
415,1623016800,5.5,189.0,1024.5,90.0,0.0
416,1623020400,7.4,186.0,1024.5,,
417,1623027600,5.5,184.0,1024.4,,
418,1623092400,9.3,217.0,1023.4,,
419,1623103200,5.5,225.0,1023.9,,
420,1623114000,,,,91.0,0.0
421,1623117600,,,,91.0,0.0
422,1623139200,,,,67.0,0.0
423,1623150000,11.1,244.0,1023.5,,
424,1623204000,,,,92.0,0.0
425,1623225600,,,,55.0,0.0
426,1623232800,14.8,233.0,1021.9,,
427,1623236400,16.7,237.0,1021.8,,
428,1623265200,,,,65.0,0.0
429,1623268800,11.1,241.0,1021.5,,
430,1623276000,9.3,232.0,1021.6,,
431,1623283200,9.3,237.0,1021.3,,
432,1623330000,18.5,239.0,1020.2,,
433,1623366000,11.1,229.0,1019.8,,
434,1623369600,11.1,232.0,1019.6,,
435,1623373200,11.1,233.0,1019.6,,
436,1623387600,13.0,237.0,1019.6,,
437,1623391200,14.8,242.0,1019.8,,
438,1623398400,,,,73.0,0.0
439,1623405600,20.4,247.0,1019.7,,
440,1623420000,22.2,255.0,1019.2,55.0,0.0
441,1623423600,20.4,255.0,1019.0,,
442,1623430800,20.4,260.0,1018.9,61.0,0.0
443,1623438000,14.8,260.0,1019.4,,
444,1623441600,13.0,263.0,1019.7,,
445,1623445200,,,,81.0,0.0
446,1623448800,11.1,261.0,1020.2,86.0,0.0
447,1623452400,,,,87.0,0.0
448,1623456000,,,,90.0,0.0
449,1623488400,,,,63.0,0.0
450,1623531600,5.5,8.0,1026.2,75.0,0.0
451,1623535200,5.5,29.0,1026.4,,
452,1623542400,7.4,14.0,1026.8,,
453,1623546000,7.4,13.0,1027.0,,
454,1623553200,5.5,3.0,1027.5,85.0,0.0
455,1623556800,5.5,4.0,1027.8,,
456,1623574800,5.5,216.0,1027.7,,
457,1623603600,13.0,184.0,1023.8,,
458,1623614400,9.3,187.0,1023.6,,
459,1623628800,9.3,200.0,1022.7,,
460,1623636000,7.4,207.0,1022.1,84.0,0.0
461,1623646800,,,,78.0,0.0
462,1623650400,,,,69.0,0.0
463,1623668400,,,,43.0,0.0
464,1623675600,,,,42.0,0.0
465,1623679200,14.8,298.0,1019.2,,
466,1623693600,14.8,359.0,1019.6,,
467,1623697200,14.8,8.0,1020.1,,
468,1623700800,,,,71.0,0.0
469,1623704400,14.8,7.0,1021.0,,
470,1623726000,13.0,16.0,1022.0,77.0,0.0
471,1623762000,,,,46.0,0.0
472,1623765600,,,,48.0,0.0
473,1623783600,11.1,154.0,1018.2,,
474,1623808800,7.4,140.0,1015.4,,
475,1623848400,16.7,204.0,1010.2,,
476,1623855600,16.7,197.0,1009.5,,
477,1623859200,16.7,194.0,1009.0,,
478,1623866400,13.0,196.0,1009.2,,
479,1623877200,5.5,179.0,1009.2,,
480,1623888000,,,,91.0,1.4
481,1623891600,7.4,55.0,1007.8,,
482,1623906000,,,,95.0,0.1
483,1623931200,,,,76.0,1.7
484,1623934800,,,,77.0,0.9
485,1623949200,14.8,19.0,1011.7,,
486,1623978000,16.7,23.0,1014.0,,
487,1623981600,,,,95.0,1.3
488,1623992400,,,,99.0,0.6
489,1623999600,,,,100.0,1.1
490,1624010400,,,,100.0,2.1
491,1624024800,20.4,9.0,1011.0,,
492,1624046400,,,,100.0,0.0
493,1624057200,14.8,318.0,1013.8,,
494,1624071600,7.4,328.0,1015.7,,
495,1624075200,,,,96.0,0.0
496,1624089600,7.4,45.0,1015.9,,
497,1624104000,9.3,98.0,1014.8,,
498,1624107600,11.1,108.0,1014.1,,
499,1624114800,,,,76.0,0.0
500,1624125600,14.8,80.0,1011.6,,
501,1624132800,,,,90.0,0.2
502,1624172400,,,,90.0,0.0
503,1624176000,,,,85.0,0.0
504,1624194000,11.1,66.0,1008.8,,
505,1624204800,,,,78.0,0.3
506,1624219200,14.8,45.0,1009.7,,
507,1624269600,22.2,40.0,1011.7,,
508,1624284000,22.2,35.0,1013.7,,
509,1624291200,22.2,31.0,1014.5,,
510,1624298400,20.4,31.0,1015.7,,
511,1624302000,20.4,26.0,1016.2,,
512,1624305600,,,,93.0,0.3
513,1624312800,,,,92.0,0.2
514,1624330800,18.5,17.0,1018.2,,
515,1624348800,,,,72.0,0.0
516,1624363200,,,,64.0,0.0
517,1624374000,,,,65.0,0.1
518,1624381200,,,,67.0,0.0
519,1624384800,,,,70.0,0.0
520,1624399200,9.3,6.0,1023.9,,
521,1624402800,,,,86.0,0.0
522,1624410000,7.4,354.0,1023.9,,
523,1624417200,,,,95.0,0.0
524,1624428000,9.3,360.0,1024.3,,
525,1624456800,13.0,8.0,1023.0,,
526,1624460400,,,,48.0,0.0
527,1624474800,,,,66.0,0.0
528,1624482000,7.4,143.0,1023.8,,
529,1624500000,,,,94.0,0.0
530,1624518000,7.4,327.0,1022.5,,
531,1624528800,,,,59.0,0.1
532,1624550400,,,,72.0,0.0
533,1624564800,,,,88.0,0.6
534,1624568400,11.1,225.0,1019.7,,
535,1624572000,11.1,228.0,1019.2,,
536,1624575600,11.1,233.0,1018.8,,
537,1624579200,,,,95.0,0.4
538,1624582800,,,,95.0,0.2
539,1624586400,,,,95.0,0.2
540,1624597200,,,,96.0,0.1
541,1624604400,,,,95.0,0.1
542,1624618800,,,,87.0,0.1
543,1624626000,13.0,272.0,1014.8,,
544,1624633200,,,,69.0,0.4
545,1624636800,,,,72.0,1.2
546,1624644000,9.3,226.0,1015.1,,
547,1624651200,,,,84.0,0.0
548,1624654800,3.7,198.0,1016.2,87.0,0.0
549,1624683600,,,,97.0,0.0
550,1624687200,7.4,78.0,1017.7,,
551,1624701600,11.1,133.0,1018.1,,
552,1624705200,,,,53.0,0.0
553,1624734000,13.0,79.0,1018.1,,
554,1624741200,11.1,58.0,1018.5,,
555,1624748400,,,,92.0,0.0
556,1624766400,,,,99.0,0.0
557,1624798800,18.5,64.0,1014.5,74.0,0.3
558,1624802400,18.5,66.0,1014.3,,
559,1624806000,,,,82.0,0.3
560,1624827600,,,,97.0,1.9
561,1624831200,,,,98.0,0.6
562,1624834800,,,,100.0,0.0
563,1624842000,14.8,24.0,1013.2,,
564,1624870800,7.4,72.0,1014.2,,
565,1624888800,,,,78.0,0.0
566,1624896000,,,,81.0,0.9
567,1624903200,11.1,31.0,1014.8,,
568,1624906800,,,,90.0,0.3
569,1624921200,13.0,22.0,1015.1,,
570,1624935600,,,,96.0,0.0
571,1624939200,13.0,18.0,1014.4,95.0,0.0
572,1624971600,18.5,7.0,1015.3,,
573,1624986000,14.8,6.0,1015.5,,
574,1624996800,,,,90.0,0.0
575,1625007600,9.3,341.0,1016.8,,
576,1625011200,,,,94.0,0.0
577,1625022000,11.1,329.0,1016.5,,
578,1625029200,13.0,334.0,1016.8,,
579,1625040000,14.8,341.0,1017.1,,
580,1625054400,14.8,338.0,1017.2,,
581,1625076000,9.3,3.0,1017.7,,
582,1625108400,5.5,312.0,1018.0,,
583,1625140800,11.1,322.0,1018.0,,
584,1625169600,7.4,145.0,1017.7,,
585,1625173200,5.5,155.0,1017.6,,
586,1625184000,5.5,171.0,1017.0,,
587,1625194800,3.7,191.0,1016.4,,
588,1625216400,7.4,198.0,1016.6,,
589,1625230800,13.0,204.0,1016.0,,
590,1625245200,,,,64.0,0.0
591,1625252400,11.1,170.0,1015.3,75.0,0.0
592,1625263200,7.4,140.0,1014.6,85.0,0.0
593,1625270400,7.4,114.0,1013.9,88.0,0.4
594,1625274000,7.4,94.0,1013.4,,
595,1625284800,,,,95.0,0.2
596,1625292000,9.3,171.0,1012.2,,
597,1625299200,13.0,212.0,1012.2,,
598,1625302800,14.8,221.0,1012.1,,
599,1625310000,,,,75.0,0.2
600,1625324400,,,,72.0,0.1
601,1625338800,,,,82.0,0.0
602,1625364000,11.1,199.0,1009.6,,
603,1625396400,,,,82.0,0.4
604,1625400000,,,,80.0,0.1
605,1625403600,14.8,198.0,1006.8,,
606,1625410800,14.8,198.0,1006.4,,
607,1625414400,16.7,203.0,1006.3,,
608,1625475600,,,,61.0,0.1
609,1625482800,,,,56.0,0.0
610,1625486400,,,,55.0,0.0
611,1625497200,,,,62.0,0.0
612,1625526000,,,,93.0,0.4
613,1625540400,16.7,166.0,994.8,,
614,1625544000,16.7,167.0,994.3,,
615,1625554800,,,,86.0,0.3
616,1625562000,24.1,267.0,996.1,,
617,1625583600,25.9,246.0,1004.3,,
618,1625587200,,,,64.0,0.1
619,1625590800,,,,67.0,0.0
620,1625626800,,,,92.0,0.0
621,1625648400,,,,72.0,0.4
622,1625677200,18.5,212.0,1013.8,,
623,1625702400,9.3,203.0,1017.4,,
624,1625709600,9.3,203.0,1017.6,,
625,1625713200,9.3,207.0,1017.6,96.0,0.0
626,1625731200,,,,77.0,0.2
627,1625734800,,,,72.0,0.1
628,1625738400,,,,70.0,0.0
629,1625778000,9.3,204.0,1021.5,,
630,1625806800,,,,94.0,0.0
631,1625821200,9.3,252.0,1021.6,,
632,1625824800,11.1,250.0,1021.3,,
633,1625832000,13.0,241.0,1020.8,,
634,1625839200,13.0,230.0,1020.2,,
635,1625846400,13.0,227.0,1020.0,,
636,1625857200,,,,76.0,0.0
637,1625864400,9.3,214.0,1019.7,,
638,1625868000,7.4,212.0,1019.4,,
639,1625893200,5.5,240.0,1017.3,92.0,0.1
640,1625900400,,,,87.0,0.1
641,1625911200,,,,74.0,0.3
642,1625940000,7.4,164.0,1015.5,,
643,1625958000,,,,92.0,0.0
644,1625979600,,,,93.0,0.0
645,1625997600,,,,66.0,0.0
646,1626004800,,,,62.0,0.1
647,1626026400,,,,78.0,0.1
648,1626037200,,,,89.0,0.7
649,1626087600,9.3,67.0,1010.2,82.0,0.1
650,1626098400,11.1,62.0,1009.7,,
651,1626102000,,,,78.0,0.0
652,1626123600,9.3,1.0,1012.0,94.0,0.1
653,1626145200,,,,97.0,0.0
654,1626148800,,,,97.0,0.0
655,1626163200,16.7,355.0,1014.3,80.0,0.0
656,1626177600,,,,61.0,0.0
657,1626184800,,,,62.0,0.0
658,1626192000,,,,65.0,0.0
659,1626206400,,,,82.0,0.0
660,1626210000,7.4,351.0,1017.1,,
661,1626231600,,,,96.0,0.0
662,1626235200,,,,95.0,0.0
663,1626246000,16.7,334.0,1017.7,,
664,1626249600,,,,77.0,0.0
665,1626253200,,,,70.0,0.0
666,1626256800,20.4,338.0,1018.0,,
667,1626267600,22.2,338.0,1018.1,,
668,1626310800,13.0,320.0,1020.2,,
