	timestamp	temp	rhum	prcp	wspd	pres	wdir	season
61	1650128400.0	14.6	57.0	0.0	14.8	1029.4	110.0	spring
62	1645696800.0	5.7	83.0	0.2	27.8	1008.3	278.0	winter
63	1640124000.0	1.0	84.0	0.0	5.5	1024.8	108.0	winter
64	1657605600.0	21.0	66.0	0.0	9.3	1023.0	175.0	summer
65	1682341200.0	10.2	67.0	0.0	9.3	1010.8	319.0	spring
66	1684868400.0	13.2	68.0	0.0				spring
67	1684994400.0	12.0	80.0	0.0	9.3	1029.4	29.0	spring
68	1692666000.0	13.9	95.0	0.0	11.1	1021.0	223.0	summer
69	1685739600.0	10.4	80.0	0.0	14.8	1024.5	38.0	spring
70	1689314400.0	15.5	86.0	0.0	11.1	1013.0	167.0	summer
71	1693202400.0	11.7	92.0	0.0	9.3	1014.6	316.0	summer
72	1641106800.0	11.1			20.4	1009.2	224.0	winter
73	1656208800.0	10.8	88.0	0.0				summer
74	1652133600.0	14.6	72.0	0.0	14.8	1017.9	195.0	spring
75	1631458800.0	19.2	61.0	0.0	9.3	1018.4	43.0	summer
76	1643385600.0	7.1	87.0	0.0	14.8	1033.7	231.0	winter
77	1646866800.0	8.1			14.8	1017.0	148.0	winter
78	1649502000.0	9.0	53.0	0.1	18.5	1015.8	303.0	spring
79	1675011600.0	6.9			18.5	1023.1	245.0	winter
80	1637953200.0	3.4	79.0	0.0	22.2	989.4	300.0	autumn
81	1625155200.0	18.7	61.0	0.0	11.1	1017.6	321.0	summer
82	1623816000.0	13.9	87.0	0.0	5.5	1014.4	130.0	spring
83	1668870000.0	8.2			9.3	1012.9	332.0	autumn
84	1679173200.0	8.3	92.0	0.0	9.3	1008.9	240.0	winter
85	1644354000.0	8.7	87.0	0.0	16.7	1026.1	230.0	winter
86	1676570400.0	10.6	93.0	0.0	18.5	1019.1	246.0	winter
87	1670583600.0	0.1	91.0	0.0	9.3	1008.8	324.0	autumn
88	1654632000.0	17.0			22.3	1009.0	220.0	spring
89	1681135200.0	13.9	61.0	0.2				spring
90	1653573600.0	19.0	57.0	0.0	27.8	1021.4	263.0	spring
91	1655863200.0	10.9	89.0	0.0	7.4	1014.0	65.0	summer
92	1692126000.0	17.9			9.3	1018.4	214.0	summer
93	1632016800.0	14.2			5.5	1012.9	99.0	summer
94	1619240400.0	5.3	86.0	0.0	11.1	1028.1	71.0	spring
95	1660392000.0	32.2			14.8	1013.8	129.0	summer
96	1665759600.0	13.2	92.0	0.0	9.3	1007.8	227.0	autumn
97	1621281600.0	9.6	87.0	0.0	9.3	1009.7	270.0	spring
98	1676282400.0	6.1	86.0	0.0	7.4	1035.2	119.0	winter
99	1641535200.0	2.2	86.0	0.0	18.5	1010.1	247.0	winter
100	1647925200.0	7.3			7.4	1028.5	96.0	spring
101	1681196400.0	7.8			22.2	1013.4	248.0	spring
102	1621717200.0	8.0	85.0	0.0	9.3	1008.8	262.0	spring
103	1617894000.0	9.6			22.2	1019.3	239.0	spring
104	1686229200.0	20.1	50.0	0.0	18.5	1017.4	68.0	spring
105	1696276800.0	18.7	90.0	0.0				autumn
106	1619877600.0	10.8	51.0	1.2				spring
107	1632150000.0	18.0	70.0	0.1	14.8	1023.6	347.0	summer
108	1679475600.0	10.8	84.0	0.0	24.1	1000.4	223.0	spring
109	1669060800.0	6.2	83.0	0.0	24.1	985.8	240.0	autumn
110	1670133600.0	2.6	93.0	0.2	13.0	1016.5	40.0	autumn
111	1670569200.0	-3.1	95.0	0.0	7.4	1008.7	323.0	autumn
112	1637866800.0	1.9	89.0	0.0	11.1	1016.8	322.0	autumn
113	1638734400.0	4.1	95.0	0.0	20.4	1013.1	333.0	autumn
114	1678258800.0	0.4	95.0	0.9	18.5	991.3	67.0	winter
115	1663272000.0	12.6	74.0	0.0	9.3	1015.0	334.0	summer
116	1666864800.0	17.2	84.0	0.0	16.7	1013.9	186.0	autumn
117	1656169200.0	17.3			20.4	1008.1	187.0	summer
118	1656072000.0	21.1	57.0	0.2				summer
119	1630987200.0	16.5	91.0	0.0	5.5	1022.6	119.0	summer
120	1626278400.0	22.1	59.0	0.0	20.4	1018.1	337.0	summer
121	1634216400.0	15.5	69.0	0.0	20.4	1022.5	254.0	autumn
122	1665151200.0	17.2	62.0	0.0				autumn
123	1654560000.0	14.0	82.0	0.0	11.2	1013.0	250.0	spring
124	1642914000.0	1.4	97.0	0.0	5.5	1036.0	241.0	winter
125	1679209200.0	5.4			14.8	1014.2	305.0	winter
126	1687611600.0	25.6			14.8	1022.4	239.0	summer
127	1643695200.0	7.1	87.0	0.0	22.2	1022.0	270.0	winter
128	1678172400.0	1.8	96.0	0.1	9.3	999.3	322.0	winter
129	1625464800.0	14.5	86.0	0.0	14.8	1006.3	230.0	summer
130	1690682400.0	12.4	88.0	0.0	16.7	1009.6	239.0	summer
131	1651766400.0	17.3			13.0	1024.3	331.0	spring
132	1619312400.0	3.7						spring
133	1641078000.0	11.7	89.0	0.0				winter
134	1685289600.0	18.5	48.0	0.0	20.4	1023.0	58.0	spring
135	1651798800.0	9.5	90.0	0.0	7.4	1025.9	234.0	spring
136	1686009600.0	9.7	84.0	0.0	14.8	1024.3	33.0	spring
137	1672020000.0	8.3	92.0	0.0	20.4	1007.0	217.0	winter
138	1691748000.0	22.4	68.0	0.0	20.4	1017.9	235.0	summer
139	1618146000.0	7.5	47.0	0.0	16.7	1020.3	338.0	spring
140	1677369600.0	1.5	87.0	0.0				winter
141	1672768800.0	10.2	92.0	0.0	27.8	1015.0	206.0	winter
142	1652518800.0	16.0	63.0	0.0	9.3	1021.8	225.0	spring
143	1622761200.0	13.5						spring
144	1648324800.0	10.3	66.0	0.0	13.0	1033.1	62.0	spring
145	1654970400.0	20.0	53.0	0.0	20.5	1022.0	240.0	spring
146	1627531200.0	11.3	91.0	0.0				summer
147	1697731200.0	16.1	90.0	0.0				autumn
148	1681084800.0	10.0	82.0	0.0	13.0	1015.0	168.0	spring
149	1676242800.0	5.5	88.0	0.0	7.4	1036.4	129.0	winter
150	1679097600.0	9.0	91.0	0.0	11.1	1005.5	162.0	winter
151	1669244400.0	8.0			20.4	998.2	229.0	autumn
152	1688137200.0	17.3						summer
153	1679086800.0	9.6			11.1	1005.3	169.0	winter
154	1655510400.0	17.5	79.0	0.0	9.3	1019.2	289.0	spring
155	1642676400.0	3.0	81.0	0.0	14.8	1036.6	336.0	winter
156	1618862400.0	8.7	73.0	0.0	7.4	1019.8	141.0	spring
157	1668510000.0	11.2	91.0	1.4	24.1	995.3	165.0	autumn
158	1660572000.0	27.1	39.0	0.0	16.7	1002.4	232.0	summer
159	1679871600.0	2.8	87.0	0.0	9.3	1020.7	334.0	spring
160	1691031600.0	13.0						summer
161	1643058000.0	1.5			7.4	1034.5	51.0	winter
162	1685775600.0	12.0	80.0	0.0	16.7	1024.2	26.0	spring
163	1641682800.0	4.3	86.0	0.0				winter
164	1691751600.0	22.9	66.0	0.2	22.2	1017.9	233.0	summer
165	1695006000.0	16.7	94.0	0.0				summer
166	1654833600.0	16.0	82.0	0.0	13.0	1019.0	230.0	spring
167	1655701200.0	11.0	85.0	0.0				spring
168	1681606800.0	5.3	92.0	0.0	5.5	1026.0	172.0	spring
169	1655532000.0	19.2			13.0	1018.6	26.0	spring
170	1619899200.0	5.7			7.4	1018.5	39.0	spring
171	1694887200.0	19.9	68.0	0.0	13.0	1014.1	52.0	summer
172	1674630000.0	-0.3	100.0	0.0	7.4	1036.5	258.0	winter
173	1637488800.0	5.0			18.5	1019.1	346.0	autumn
174	1686322800.0	24.1	49.0	0.0	20.4	1012.4	78.0	spring
175	1682521200.0	10.2	58.0	0.0	13.0	1018.3	138.0	spring
176	1667617200.0	5.2	93.0	0.0	9.3	1016.8	224.0	autumn
177	1688706000.0	14.0			7.4	1016.5	108.0	summer
178	1684087200.0	15.9	69.0	0.0				spring
179	1635055200.0	8.9	84.0	0.0	11.1	1019.2	173.0	autumn
180	1648778400.0	-0.2	80.0	0.0	25.9	1013.7	343.0	spring
181	1662429600.0	15.7	93.0	0.0	9.3	1013.0	143.0	summer
182	1682672400.0	14.5			18.5	1010.4	273.0	spring
183	1624748400.0	13.3			13.0	1018.2	45.0	summer
184	1690437600.0	17.3						summer
185	1651719600.0	7.4						spring
186	1621130400.0	7.3	95.0	0.0	11.1	999.8	216.0	spring
187	1648371600.0	9.7	86.0	0.0	14.8	1032.9	67.0	spring
188	1638010800.0	3.5	91.0	0.0				autumn
189	1629507600.0	15.7	93.0	0.0	5.5	1017.2	195.0	summer
190	1656831600.0	14.1	77.0	0.0	13.0	1019.4	264.0	summer
191	1686999600.0	22.7						spring
192	1681765200.0	7.5	92.0	0.0	11.1	1029.8	53.0	spring
193	1658786400.0	15.3	74.0	0.0	14.8	1015.5	305.0	summer
194	1661526000.0	21.9	51.0	0.0	9.3	1018.4	256.0	summer
195	1666576800.0	12.6	92.0	0.0	22.2	997.0	232.0	autumn
196	1665273600.0	7.6	90.0	0.0	5.5	1023.7	173.0	autumn
197	1688796000.0	20.9	73.0	0.0	11.1	1014.3	140.0	summer
198	1662699600.0	12.8			11.1	1003.3	285.0	summer
199	1690912800.0	18.1	68.0	0.0	13.0	1000.8	248.0	summer
200	1635991200.0	5.2	93.0	0.0				autumn
201	1637514000.0	4.4	84.0	0.0				autumn
202	1695243600.0	15.4	93.0	2.2	14.8	994.3	223.0	summer
203	1685001600.0	14.8	66.0	0.0	13.0	1029.9	42.0	spring
204	1651510800.0	13.9	64.0	0.0	9.3	1020.5	62.0	spring
205	1653087600.0	10.1	87.0	0.0	16.7	1019.8	251.0	spring
206	1646438400.0	3.7	97.0	0.1	14.8	1021.8	337.0	winter
207	1671951600.0	9.0	94.0	0.0	13.0	1008.2	185.0	winter
208	1641510000.0	4.8	86.0	0.2				winter
209	1661662800.0	12.8						summer
210	1639976400.0	4.8						autumn
211	1653278400.0	11.5			5.5	1004.6	266.0	spring
212	1645455600.0	9.8	64.0	0.0	42.6	1011.4	304.0	winter
213	1674352800.0	-1.7	92.0	0.0	7.4	1035.3	28.0	winter
214	1694638800.0	14.6	81.0	0.0	5.5	1022.6	123.0	summer
215	1634673600.0	16.9	85.0	1.1	22.2	1008.6	205.0	autumn
216	1627909200.0	18.7	54.0	0.0	9.3	1014.5	143.0	summer
217	1668848400.0	5.4	96.0	0.0				autumn
218	1685764800.0	7.9	93.0	0.0	13.0	1024.2	23.0	spring
219	1675864800.0	5.6	69.0	0.0	11.1	1033.8	185.0	winter
220	1641906000.0	8.3	100.0	0.0	7.4	1030.1	222.0	winter
221	1671786000.0	8.2	100.0	1.1	13.0	1000.3	146.0	winter
222	1671184800.0	-2.3	99.0	0.0	5.5	1018.4	325.0	autumn
223	1633096800.0	15.6	61.0	0.0	20.4	1009.5	260.0	autumn
224	1667404800.0	13.1	71.0	0.0	25.9	1011.0	203.0	autumn
225	1638414000.0	0.9	82.0	0.0	16.7	1009.0	313.0	autumn
226	1630569600.0	15.0			16.7	1029.0	35.0	summer
227	1642240800.0	2.6	95.0	0.0	3.7	1027.4	193.0	winter
228	1674334800.0	-0.8	91.0	0.0				winter
229	1622109600.0	16.3			9.3	1020.5	302.0	spring
230	1670979600.0	-1.6	94.0	0.0	11.1	1004.6	32.0	autumn
231	1620889200.0	11.0	82.0	0.1	13.0	1005.3	84.0	spring
232	1654617600.0	19.0	73.0	1.7				spring
233	1636563600.0	12.1	94.0	0.0				autumn
234	1641726000.0	4.4	83.0	0.0	14.8	1002.6	260.0	winter
235	1627286400.0	18.7	80.0	0.0	7.4	1010.5	321.0	summer
236	1633204800.0	13.7	88.0	0.0	18.5	988.2	242.0	autumn
237	1622973600.0	19.0	63.0	0.0	9.3	1024.8	239.0	spring
238	1633068000.0	15.0	90.0	0.2				autumn
239	1640066400.0	2.1	91.0	0.0	5.5	1026.4	58.0	winter
240	1679007600.0	10.7	84.0	0.0	11.1	1003.4	187.0	winter
241	1659560400.0	19.0	79.0	0.0	11.1	1013.4	265.0	summer
242	1624582800.0	13.9			11.1	1017.6	242.0	summer
243	1661126400.0	14.0	90.0	0.0	7.4	1015.4	222.0	summer
244	1626166800.0	18.8	70.0	0.1	16.7	1014.4	357.0	summer
245	1682175600.0	11.7	58.0	0.0	13.0	1005.3	201.0	spring
246	1630450800.0	11.9	90.0	0.0				summer
247	1657274400.0	23.3	48.0	0.0	11.1	1032.4	315.0	summer
248	1634238000.0	11.8	86.0	0.0	13.0	1020.2	238.0	autumn
249	1683774000.0	8.1	97.0	0.0	7.4	1015.0	258.0	spring
250	1659420000.0	18.8	86.0	0.0	16.7	1015.5	233.0	summer
251	1692291600.0	19.9			16.7	1018.3	89.0	summer
252	1629370800.0	18.2	69.0	0.0	16.7	1014.3	266.0	summer
253	1685890800.0	20.2			16.7	1023.5	60.0	spring
254	1635364800.0	12.7	88.0	0.0	16.7	1016.2	195.0	autumn
255	1630800000.0	13.3			11.1	1019.9	48.0	summer
256	1686819600.0	22.0	48.0	0.0	11.1	1020.4	26.0	spring
257	1646913600.0	12.4	70.0	0.0	18.5	1017.5	168.0	winter
258	1622786400.0	13.6	83.0	0.0				spring
259	1697947200.0	6.1	97.0	0.0				autumn
260	1668236400.0	9.8			9.3	1027.5	143.0	autumn
261	1649887200.0	10.0			7.4	1020.0	219.0	spring
262	1624118400.0	16.1	79.0	0.3	13.0	1012.5	99.0	spring
263	1660032000.0	21.6	55.0	0.0	11.1	1029.8	46.0	summer
264	1623870000.0	21.5	68.0	0.6	13.0	1009.6	193.0	spring
265	1680166800.0	12.4	76.0	0.0	25.9	1005.3	241.0	spring
266	1697346000.0	2.4	95.0	0.0	5.5	1024.9	311.0	autumn
267	1678752000.0	9.1	84.0	0.0	22.2	987.0	239.0	winter
268	1661853600.0	18.3	69.0	0.0	20.4	1023.2	31.0	summer
269	1675620000.0	4.0	83.0	0.0				winter
270	1658804400.0	13.1	88.0	0.2				summer
271	1676858400.0	6.6	90.0	0.0	18.5	1025.8	243.0	winter
272	1644559200.0	0.5	92.0	0.0	9.3	1030.8	288.0	winter
273	1648206000.0	13.7			11.1	1032.3	71.0	spring
274	1631527200.0	17.5	71.0	0.0	13.0	1018.4	103.0	summer
275	1682424000.0	9.5						spring
276	1663556400.0	9.8	86.0	0.0				summer
277	1642982400.0	2.4	91.0	0.0	5.5	1034.2	122.0	winter
278	1642291200.0	2.9			9.3	1024.2	215.0	winter
279	1625871600.0	13.7	91.0	0.0	7.4	1019.1	213.0	summer
280	1639418400.0	8.5	92.0	0.0				autumn
281	1660608000.0	17.5			9.3	1005.8	248.0	summer
282	1693828800.0	27.0	42.0	0.0	16.7	1022.3	112.0	summer
283	1659618000.0	23.0	43.0	0.0	16.7	1015.6	313.0	summer
284	1638579600.0	5.4	100.0	0.0	5.5	998.1	243.0	autumn
285	1623463200.0	12.5	92.0	0.0	11.1	1021.0	285.0	spring
286	1654354800.0	18.0	56.0	0.0	31.7	1020.0	80.0	spring
287	1631563200.0	14.7	84.0	0.0	11.1	1015.8	70.0	summer
288	1634004000.0	7.8	92.0	0.0	11.1	1027.5	286.0	autumn
289	1640588400.0	7.1	98.0	0.0	11.1	994.6	120.0	winter
290	1677603600.0	5.5	86.0	0.0	20.4	1030.7	22.0	winter
291	1643583600.0	6.7	83.0	0.3				winter
292	1647842400.0	1.9	85.0	0.0	7.4	1028.2	118.0	winter
293	1697209200.0	18.6	76.0	0.0	25.9	999.1	227.0	autumn
294	1648580400.0	8.2			13.0	1009.4	59.0	spring
295	1619402400.0	2.9	80.0	0.0	13.0	1025.5	39.0	spring
296	1669122000.0	8.2	83.0	0.0				autumn
297	1667293200.0	13.1			31.5	1006.8	219.0	autumn
298	1697130000.0	14.9			7.4	1012.4	185.0	autumn
299	1691874000.0	16.2	85.0	0.0				summer
300	1676052000.0	6.5	84.0	0.0	13.0	1036.0	235.0	winter
301	1672786800.0	11.7	91.0	0.5				winter
302	1684130400.0	10.5	81.0	0.0	18.5	1019.0	343.0	spring
303	1645358400.0	11.2	85.0	0.0	37.0	1004.5	242.0	winter
304	1675825200.0	-1.0	99.0	0.0	5.5	1037.8	158.0	winter
305	1634385600.0	14.3	75.0	0.1	11.1	1020.1	194.0	autumn
306	1689588000.0	18.3			20.4	1017.6	255.0	summer
307	1656694800.0	17.3			20.4	1017.6	236.0	summer
308	1640444400.0	5.5	94.0	0.0	18.5	1004.3	92.0	winter
309	1670475600.0	-2.7			5.5	1013.6	297.0	autumn
310	1641553200.0	3.9	81.0	0.0				winter
311	1631415600.0	11.7	96.0	0.0	7.4	1018.6	270.0	summer
312	1691960400.0	15.9	84.0	0.0				summer
313	1651608000.0	10.6	85.0	0.0				spring
314	1651251600.0	9.6	61.0	0.0	16.7	1031.3	44.0	spring
315	1657936800.0	13.0	82.0	0.0				summer
316	1672322400.0	8.1	72.0	0.0	31.5	1003.2	244.0	winter
317	1666436400.0	16.5	70.0	0.0	18.5	1010.8	220.0	autumn
318	1668027600.0	9.2	88.0	0.0	13.0	1014.3	232.0	autumn
319	1617919200.0	5.8	83.0	0.0				spring
320	1657278000.0	24.5	44.0	0.0	13.0	1032.2	312.0	summer
321	1639789200.0	7.3	95.0	0.0	13.0	1039.8	66.0	autumn
322	1660680000.0	17.7	89.0	0.0	9.3	1009.8	20.0	summer
323	1696831200.0	13.6	85.0	0.0	5.5	1022.1	205.0	autumn
324	1685815200.0	16.2	54.0	0.0	18.5	1023.0	56.0	spring
325	1622653200.0	21.3	60.0	0.2	11.1	1012.9	131.0	spring
326	1676008800.0	0.1			7.4	1036.9	228.0	winter
327	1659157200.0	15.8			7.4	1018.7	220.0	summer
328	1684652400.0	11.6	78.0	0.0	18.5	1022.5	15.0	spring
329	1688860800.0	16.7	92.0	0.0	7.4	1018.0	237.0	summer
330	1688871600.0	15.4	95.0	0.0	7.4	1018.6	247.0	summer
331	1656658800.0	14.2	76.0	0.0				summer
332	1622962800.0	15.8	79.0	0.0	9.3	1024.9	249.0	spring
333	1629846000.0	13.4	87.0	0.0	13.0	1028.9	28.0	summer
334	1622458800.0	21.2	45.0	0.0	14.8	1021.2	111.0	spring
335	1658275200.0	19.2	75.0	0.0	13.0	1013.1	253.0	summer
336	1691193600.0	13.2	87.0	0.0	7.4	1016.3	237.0	summer
337	1675695600.0	7.1	65.0	0.0	7.4	1040.1	241.0	winter
338	1651892400.0	10.8			9.3	1024.2	290.0	spring
339	1675605600.0	6.8	72.0	0.0	13.0	1045.4	9.0	winter
340	1692075600.0	12.2	95.0	0.0				summer
341	1643976000.0	5.7			27.8	1010.2	299.0	winter
342	1675630800.0	1.8	90.0	0.0	7.4	1045.6	2.0	winter
343	1665954000.0	14.6	91.0	0.0				autumn
344	1629079200.0	13.2						summer
345	1630022400.0	11.9	87.0	0.0				summer
346	1649538000.0	4.5	76.0	0.0	5.5	1019.1	276.0	spring
347	1685653200.0	10.8	81.0	0.0	16.7	1025.3	35.0	spring
348	1661439600.0	19.8			14.8	1017.3	343.0	summer
349	1644397200.0	8.4			14.8	1024.2	233.0	winter
350	1674982800.0	3.5	95.0	0.0	13.0	1028.5	234.0	winter
351	1653019200.0	11.2	86.0	0.0				spring
352	1673020800.0	9.4	88.0	0.0	11.1	1013.5	190.0	winter
353	1647270000.0	11.6	59.0	0.1	13.0	1025.2	219.0	winter
354	1660334400.0	21.7			11.1	1017.2	75.0	summer
355	1678399200.0	8.1						winter
356	1641369600.0	0.7	86.0	0.0	20.4	1010.9	287.0	winter
357	1667383200.0	11.5	77.0	0.0	20.4	1016.9	209.0	autumn
358	1649916000.0	9.2	91.0	0.0	7.4	1021.7	232.0	spring
359	1634007600.0	7.8	94.0	0.0				autumn
360	1682618400.0	9.5	88.0	2.9	14.8	1011.4	118.0	spring
361	1629878400.0	15.8	79.0	0.0	14.8	1026.9	31.0	summer
362	1667966400.0	10.0			16.7	1000.7	216.0	autumn
363	1619463600.0	6.4	65.0	0.0				spring
364	1637902800.0	1.7	94.0	0.0	16.7	1004.6	239.0	autumn
365	1680454800.0	7.7	64.0	0.0	18.5	1029.2	45.0	spring
366	1618765200.0	10.1			9.3	1024.2	57.0	spring
367	1673658000.0	7.0	88.0	0.0	16.7	1011.4	195.0	winter
368	1628643600.0	12.5	93.0	0.0	7.4	1017.9	246.0	summer
369	1640883600.0	13.3	89.0	0.0	22.2	1014.5	226.0	winter
370	1628064000.0	16.6	69.0	0.0	7.4	1013.9	90.0	summer
371	1686351600.0	15.0	83.0	0.0	14.8	1013.2	43.0	spring
372	1677952800.0	4.6	78.0	0.0	11.1	1028.2	5.0	winter
373	1642669200.0	1.3	88.0	0.0	13.0	1035.4	333.0	winter
374	1626184800.0	21.0			18.5	1014.6	346.0	summer
375	1651705200.0	9.0						spring
376	1654588800.0	18.0	64.0	0.0	3.6	1013.0	290.0	spring
377	1624345200.0	11.6	76.0	0.0	20.4	1019.6	23.0	summer
378	1685242800.0	7.4	88.0	0.0	7.4	1023.1	32.0	spring
379	1637679600.0	6.8	81.0	0.0	9.3	1031.7	335.0	autumn
380	1629687600.0	13.3			11.1	1026.3	357.0	summer
381	1665608400.0	12.4	88.0	0.3	11.1	1018.0	226.0	autumn
382	1647144000.0	7.4	86.0	0.0	18.5	1005.2	148.0	winter
383	1643414400.0	8.3			18.5	1029.8	246.0	winter
384	1651334400.0	14.4	51.0	0.0				spring
385	1666267200.0	15.5	85.0	0.8	11.1	1006.2	226.0	autumn
386	1630540800.0	12.9	90.0	0.0	14.8	1029.9	19.0	summer
387	1693591200.0	18.0	84.0	0.2	9.3	1013.1	113.0	summer
388	1693843200.0	24.8	44.0	0.0	16.7	1020.6	96.0	summer
389	1684818000.0	9.5	83.0	0.0	14.8	1026.7	9.0	spring
390	1644890400.0	3.0						winter
391	1679004000.0	10.6			11.1	1003.7	185.0	winter
392	1639623600.0	8.4	95.0	0.0	7.4	1035.6	239.0	autumn
393	1688961600.0	13.1	95.0	0.0				summer
394	1656684000.0	19.2	49.0	0.0	24.1	1016.6	241.0	summer
395	1665694800.0	11.4	92.0	0.0	3.7	1014.5	178.0	autumn
396	1679770800.0	10.0	70.0	0.0				spring
397	1648321200.0	11.7			13.0	1032.6	70.0	spring
398	1643850000.0	7.1	85.0	0.0				winter
399	1682143200.0	5.1	92.0	0.0	3.7	1006.5	182.0	spring
400	1667959200.0	10.4	87.0	0.0	18.5	1000.4	212.0	autumn
401	1624903200.0	17.5	88.0	0.8				summer
402	1659855600.0	17.4			5.5	1027.4	15.0	summer
403	1618941600.0	11.9	64.0	0.0				spring
404	1631581200.0	14.8						summer
405	1633773600.0	15.5	72.0	0.0	5.5	1028.8	64.0	autumn
406	1684782000.0	13.8	63.0	0.0	16.7	1023.1	11.0	spring
407	1660496400.0	27.5			13.0	1004.0	134.0	summer
408	1650542400.0	16.8	44.0	0.0	22.2	1012.1	80.0	spring
409	1646953200.0	9.3	83.0	0.0	14.8	1012.0	139.0	winter
410	1632963600.0	7.1			11.1	1025.9	218.0	autumn
411	1671404400.0	7.4	94.0	0.0				autumn
412	1639202400.0	1.2	93.0	0.0	9.3	1014.7	264.0	autumn
413	1624132800.0	13.6			14.8	1011.2	70.0	spring
414	1687543200.0	21.8						summer
415	1663448400.0	9.9	72.0	0.0				summer
416	1647198000.0	8.0	83.0	0.0				winter
417	1632319200.0	20.2	56.0	0.0	16.7	1026.1	244.0	summer
418	1665212400.0	8.4	90.0	0.0				autumn
419	1664488800.0	8.3	90.0	0.0	7.4	1009.3	321.0	autumn
420	1635674400.0	11.5	86.0	2.5	25.9	990.5	176.0	autumn
421	1654092000.0	15.4	61.0	0.0				spring
422	1650776400.0	8.5			18.5	1006.8	29.0	spring
